household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day
307,처치,1,114.0,136.0,825.01,3251.0,1.0,0,67.0,238.72,142.0,1,1,2,29.73,16.0,1,145.24,28.0,1,11.39,8.0,1,103.07000000000001,21.0,1,0.6194,3.0258
308,대조,0,30.0,32.0,745.95,24865.0,13.0,0,18.0,239.13,79.0,1,0,0,22.39,9.0,1,55.31,4.0,1,17.85,7.0,1,38.79,3.0,1,0.4665,1.1523
312,처치,1,14.0,15.0,1127.51,487.0,7.0,0,14.0,551.66,272.0,1,0,1,42.089999999999996,14.0,1,180.42,4.0,1,38.3,13.0,1,169.63,3.0,1,0.8769,3.7587
314,대조,0,7.0,10.0,747.67,503.0,7.0,0,10.0,584.47,397.0,1,0,0,284.85,169.0,1,396.76,4.0,1,171.11,100.0,1,228.36,2.0,1,5.9344,8.2658
318,처치,1,31.0,41.0,407.59,6814.0,8.0,0,17.0,120.27,93.0,1,0,1,24.03,16.0,1,86.95,3.0,1,24.03,16.0,1,86.95,3.0,1,0.5006,1.8115
319,처치,1,33.0,37.0,1418.03,86774.0,2.0,0,30.0,685.21,357.0,1,0,3,59.43,31.0,1,172.2,4.0,1,27.04,15.0,1,97.6,3.0,1,1.2381,3.5875
321,처치,1,40.0,43.0,2135.29,815.0,2.0,0,39.0,1400.94,522.0,1,2,4,195.79,62.0,1,260.37,5.0,1,124.46,38.0,1,174.19,2.0,1,4.079,5.4244
322,처치,1,20.0,23.0,779.12,12304.0,20.0,0,21.0,363.15000000000003,154.0,1,0,1,26.94,15.0,1,40.3,1.0,1,26.94,15.0,1,40.3,1.0,1,0.5612,0.8396
324,처치,1,34.0,46.0,2541.11,216296.0,9.0,0,26.0,1025.95,434.0,1,0,4,414.07,181.0,1,892.5600000000001,12.0,1,330.4,149.0,1,683.4,7.0,1,8.6265,18.595
329,처치,1,47.0,48.0,762.61,427.0,5.0,0,46.0,414.72,241.0,1,0,3,154.57,85.0,1,293.02,12.0,1,117.45,60.0,1,212.51,7.0,1,3.2202,6.1046
330,대조,0,97.0,110.0,1241.01,56437.0,1.0,0,90.0,609.71,328.0,1,0,1,61.93,45.0,1,119.66,23.0,1,49.96,36.0,1,81.93,13.0,1,1.2902,2.4929
331,대조,0,22.0,26.0,462.26,231.0,3.0,0,21.0,231.71,113.0,1,0,2,105.08999999999999,33.0,1,179.21,11.0,1,66.34,22.0,1,127.39999999999999,7.0,1,2.1894,3.7335
333,대조,0,11.0,12.0,397.94,271.0,59.0,0,11.0,272.86,126.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
335,대조,0,48.0,53.0,1174.1,408.0,12.0,0,49.0,624.4,191.0,1,0,2,24.03,8.0,1,36.01,3.0,1,24.03,8.0,1,36.01,3.0,1,0.5006,0.7502
336,대조,0,25.0,44.0,952.7,76539.0,2.0,0,13.0,298.16,134.0,1,0,2,376.98,163.0,1,788.63,15.0,1,326.64,146.0,1,706.83,14.0,1,7.8538,16.4298
337,대조,0,21.0,21.0,288.58,147.0,3.0,0,15.0,109.03,46.0,1,0,1,47.85,26.0,1,88.45,4.0,1,39.06,21.0,1,75.16,3.0,1,0.9969,1.8427
338,처치,1,50.0,56.0,905.6,582.0,6.0,0,47.0,688.08,436.0,1,0,1,92.32,60.0,1,144.93,14.0,1,80.83,49.0,1,121.32,10.0,1,1.9233,3.0194
339,대조,0,23.0,25.0,709.77,511.0,7.0,0,25.0,486.35,298.0,1,0,1,19.69,20.0,1,20.44,1.0,1,0.0,0.0,0,0.0,0.0,0,0.4102,0.4258
342,대조,0,11.0,12.0,556.38,258.0,3.0,0,8.0,328.32,133.0,1,0,1,146.59,52.0,1,217.77,7.0,1,89.52,28.0,1,135.42,6.0,1,3.054,4.5369
343,처치,1,18.0,19.0,463.8,186.0,2.0,0,14.0,153.53,56.0,1,0,0,7.109999999999999,3.0,1,26.46,1.0,1,7.109999999999999,3.0,1,26.46,1.0,1,0.1481,0.5512
345,처치,1,53.0,54.0,1492.92,837.0,8.0,0,54.0,923.02,422.0,1,0,5,448.92,184.0,1,619.99,16.0,1,260.35,99.0,1,340.18,11.0,1,9.3525,12.9165
346,처치,1,50.0,54.0,2089.08,1094.0,3.0,0,50.0,962.4300000000001,474.0,1,0,1,248.55,118.0,1,448.21,11.0,1,159.28,79.0,1,264.04,7.0,1,5.1781,9.3377
348,처치,1,36.0,44.0,958.85,592.0,7.0,0,33.0,581.26,258.0,1,0,0,181.67000000000002,75.0,1,269.35,13.0,1,113.51,54.0,1,169.27,11.0,1,3.7848,5.6115
350,대조,0,21.0,23.0,738.87,92809.0,12.0,0,14.0,215.07999999999998,82.0,1,0,3,56.08,18.0,1,147.85,4.0,1,0.0,0.0,0,45.19,1.0,1,1.1683,3.0802
351,처치,1,74.0,96.0,2841.84,12318.0,5.0,0,92.0,1751.15,628.0,1,0,3,447.82,181.0,1,646.99,21.0,1,260.09000000000003,119.0,1,416.3,14.0,1,9.3296,13.479
353,처치,1,38.0,39.0,1206.82,545.0,6.0,0,30.0,604.86,250.0,1,1,1,236.93,84.0,1,360.95,10.0,1,92.48,34.0,1,124.68,5.0,1,4.936,7.5198
356,처치,1,49.0,54.0,963.03,71389.0,2.0,0,29.0,191.03,106.0,1,0,0,48.72,31.0,1,215.46,15.0,1,25.47,14.0,1,123.57000000000001,9.0,1,1.015,4.4888
361,처치,1,53.0,54.0,2292.43,1291.0,2.0,0,51.0,1221.53,642.0,1,0,5,284.3,148.0,1,556.36,11.0,1,229.7,117.0,1,394.2,7.0,1,5.9229,11.5908
362,처치,1,25.0,25.0,882.91,12482.0,10.0,0,23.0,459.87,214.0,1,2,1,89.24,49.0,1,175.53,5.0,1,53.1,32.0,1,98.83,3.0,1,1.8592,3.6569
364,처치,1,24.0,26.0,710.07,314.0,5.0,0,23.0,390.56,145.0,1,0,3,2.29,1.0,1,2.29,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0477,0.0477
365,처치,1,33.0,39.0,1891.8500000000001,39280.0,8.0,0,32.0,1100.46,310.0,1,0,5,303.38,72.0,1,491.23,10.0,1,231.53,50.0,1,370.86,8.0,1,6.3204,10.234
367,처치,1,31.0,36.0,2117.78,1201.0,4.0,0,32.0,1064.99,464.0,1,15,4,286.42,102.0,1,596.51,9.0,1,155.26,66.0,1,331.26,5.0,1,5.9671,12.4273
368,대조,0,4.0,4.0,45.0,19.0,112.0,0,3.0,9.14,4.0,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
369,대조,0,8.0,11.0,574.73,260.0,55.0,0,10.0,438.05,162.0,1,0,0,30.8,17.0,1,82.48,4.0,1,30.8,17.0,1,82.48,4.0,1,0.6417,1.7183
370,대조,0,48.0,52.0,1373.45,116208.0,3.0,0,35.0,501.28000000000003,247.0,1,0,0,172.5,77.0,1,459.86,21.0,1,103.37,50.0,1,257.3,14.0,1,3.5938,9.5804
377,처치,1,28.0,29.0,430.90000000000003,200.0,1.0,0,27.0,284.89,132.0,1,0,2,176.15,92.0,1,240.9,12.0,1,155.37,85.0,1,216.63,9.0,1,3.6698,5.0188
378,처치,1,92.0,100.0,1397.94,42917.0,2.0,0,83.0,408.15,240.0,1,2,2,83.01,66.0,1,223.19,23.0,1,57.230000000000004,36.0,1,104.49,14.0,1,1.7294,4.6498
383,처치,1,48.0,53.0,2040.52,57929.0,2.0,0,44.0,1174.6200000000001,565.0,1,1,1,247.52,130.0,1,410.17,9.0,1,169.52,85.0,1,253.85,6.0,1,5.1567,8.5452
384,대조,0,15.0,17.0,900.1800000000001,18290.0,18.0,0,11.0,366.49,145.0,1,0,2,113.97,55.0,1,244.85,5.0,1,46.36,18.0,1,62.010000000000005,2.0,1,2.3744,5.101
386,처치,1,62.0,93.0,1816.34,36272.0,1.0,0,62.0,990.75,646.0,1,0,1,55.42,51.0,1,113.76,12.0,1,37.22,33.0,1,79.98,5.0,1,1.1546,2.37
387,처치,1,40.0,48.0,1666.59,536.0,3.0,0,34.0,765.35,252.0,1,0,1,157.82,53.0,1,375.86,8.0,1,57.91,22.0,1,126.44,4.0,1,3.2879,7.8304
390,처치,1,23.0,23.0,455.25,205.0,23.0,0,14.0,165.43,73.0,1,0,1,38.97,22.0,1,129.61,7.0,1,32.94,19.0,1,92.95,4.0,1,0.8119,2.7002
391,대조,0,19.0,22.0,900.38,381.0,9.0,0,17.0,372.74,158.0,1,0,0,0.0,0.0,0,7.99,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.1665
398,대조,0,37.0,50.0,694.63,33116.0,2.0,0,24.0,265.93,168.0,1,0,0,32.78,18.0,1,199.08,18.0,1,32.78,18.0,1,186.74,17.0,1,0.6829,4.1475
400,대조,0,78.0,105.0,6469.68,277122.0,2.0,0,73.0,2658.84,801.0,1,0,0,621.77,196.0,1,1648.97,29.0,1,364.05,118.0,1,969.88,19.0,1,12.9535,34.3535
402,대조,0,28.0,32.0,869.73,78733.0,6.0,0,22.0,309.82,119.0,1,0,1,18.39,6.0,1,29.84,2.0,1,9.8,3.0,1,13.780000000000001,1.0,1,0.3831,0.6217
403,대조,0,12.0,12.0,327.16,118.0,1.0,0,12.0,244.41,92.0,1,0,1,35.64,2.0,1,35.64,2.0,1,0.0,0.0,0,0.0,0.0,0,0.7425,0.7425
404,처치,1,76.0,79.0,1844.29,72444.0,3.0,0,65.0,654.97,272.0,1,0,5,134.42000000000002,58.0,1,328.27,12.0,1,30.38,10.0,1,122.25,7.0,1,2.8004,6.839
405,대조,0,29.0,31.0,1113.26,189183.0,1.0,0,13.0,315.0,229.0,1,0,2,121.84,68.0,1,339.95,10.0,1,57.34,35.0,1,176.22,6.0,1,2.5383,7.0823
409,처치,1,34.0,37.0,1251.24,43416.0,2.0,0,32.0,631.33,344.0,1,0,5,227.71,114.0,1,461.95,14.0,1,162.06,81.0,1,307.28,10.0,1,4.744,9.624
410,대조,0,42.0,44.0,379.81,244.0,5.0,0,40.0,240.12,130.0,1,0,1,76.19,41.0,1,128.95,17.0,1,45.79,21.0,1,79.69,9.0,1,1.5873,2.6865
411,처치,1,42.0,57.0,2615.36,37222.0,6.0,0,46.0,1395.42,520.0,1,0,2,142.81,56.0,1,307.91,9.0,1,39.4,15.0,1,108.73,5.0,1,2.9752,6.4148
413,처치,1,100.0,134.0,2734.8,331888.0,2.0,0,68.0,722.99,319.0,1,0,4,184.1,78.0,1,426.63,16.0,1,58.760000000000005,28.0,1,193.95,9.0,1,3.8354,8.8881
419,대조,0,21.0,23.0,870.36,19788.0,23.0,0,16.0,393.38,173.0,1,0,0,0.0,0.0,0,2.21,1.0,1,0.0,0.0,0,2.21,1.0,1,0.0,0.046
420,처치,1,8.0,8.0,188.64,114.0,16.0,0,4.0,103.88,62.0,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
421,처치,1,34.0,45.0,1661.46,117150.0,2.0,0,33.0,823.22,436.0,1,1,2,73.62,34.0,1,236.91,11.0,1,39.02,12.0,1,179.5,7.0,1,1.5338,4.9356
426,처치,1,66.0,77.0,2734.46,392255.0,3.0,0,49.0,1074.83,479.0,1,3,1,218.35,117.0,1,631.29,22.0,1,139.29,77.0,1,422.77,14.0,1,4.549,13.1519
428,처치,1,29.0,29.0,1179.94,754.0,9.0,0,26.0,680.09,403.0,1,0,2,152.65,91.0,1,257.11,8.0,1,110.97,72.0,1,173.36,5.0,1,3.1802,5.3565
430,대조,0,5.0,5.0,73.11,36.0,38.0,0,5.0,40.78,20.0,1,0,1,40.769999999999996,18.0,1,50.97,5.0,1,2.69,1.0,1,4.6899999999999995,2.0,1,0.8494,1.0619
432,처치,1,67.0,79.0,1136.52,8491.0,1.0,0,65.0,606.38,328.0,1,0,1,146.49,48.0,1,352.81,28.0,1,128.8,46.0,1,258.15,20.0,1,3.0519,7.3502
433,처치,1,11.0,11.0,80.86,51.0,10.0,0,8.0,32.730000000000004,14.0,1,0,1,13.15,7.0,1,26.04,5.0,1,8.61,5.0,1,21.5,4.0,1,0.274,0.5425
436,대조,0,10.0,10.0,687.87,267.0,5.0,0,10.0,419.72,150.0,1,0,0,62.96,20.0,1,101.03,1.0,1,62.96,20.0,1,101.03,1.0,1,1.3117,2.1048
438,대조,0,27.0,30.0,1563.56,640.0,5.0,0,26.0,865.97,335.0,1,0,0,345.35,132.0,1,570.47,5.0,1,263.77,95.0,1,427.67,4.0,1,7.1948,11.8848
439,대조,0,3.0,3.0,47.01,9.0,154.0,0,1.0,8.48,2.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
441,처치,1,25.0,25.0,683.54,327.0,4.0,0,23.0,324.86,151.0,1,0,0,105.78,36.0,1,244.76,9.0,1,65.73,24.0,1,138.36,6.0,1,2.2038,5.0992
442,대조,0,21.0,23.0,344.92,32029.0,5.0,0,14.0,150.62,63.0,1,0,2,263.07,157.0,1,547.23,34.0,1,217.33,131.0,1,425.09,21.0,1,5.4806,11.4006
443,처치,1,24.0,27.0,944.97,572.0,1.0,0,27.0,566.91,382.0,1,2,2,190.23,121.0,1,302.82,14.0,1,130.49,82.0,1,216.79,11.0,1,3.9631,6.3088
445,처치,1,70.0,96.0,1249.47,413.0,1.0,0,74.0,556.25,193.0,1,0,2,66.06,31.0,1,223.46,29.0,1,26.53,11.0,1,103.86,12.0,1,1.3762,4.6554
447,처치,1,23.0,23.0,275.9,129.0,72.0,0,19.0,108.79,67.0,1,0,3,0.0,0.0,0,30.01,1.0,1,0.0,0.0,0,30.01,1.0,1,0.0,0.6252
450,대조,0,20.0,20.0,475.09,264.0,3.0,0,19.0,245.8,135.0,1,0,0,45.06,29.0,1,88.83,4.0,1,15.77,12.0,1,29.18,2.0,1,0.9388,1.8506
451,처치,1,37.0,44.0,678.6800000000001,7420.0,2.0,0,31.0,328.66,103.0,1,0,1,76.87,32.0,1,200.96,15.0,1,52.39,21.0,1,143.44,10.0,1,1.6015,4.1867
459,대조,0,26.0,26.0,427.09,113.0,7.0,0,23.0,176.45,62.0,1,0,1,27.54,13.0,1,102.22,6.0,1,24.02,11.0,1,97.36999999999999,5.0,1,0.5738,2.1296
460,처치,1,30.0,35.0,175.17,14568.0,2.0,0,28.0,75.2,52.0,1,0,2,26.57,14.0,1,29.24,7.0,1,22.56,10.0,1,25.23,5.0,1,0.5535,0.6092
462,처치,1,27.0,29.0,429.28000000000003,204.0,8.0,0,26.0,253.08,131.0,1,0,0,108.44,51.0,1,165.9,9.0,1,97.15,45.0,1,125.01,7.0,1,2.2592,3.4562
463,처치,1,126.0,187.0,1684.0,96709.0,1.0,0,145.0,916.48,358.0,1,0,2,274.29,106.0,1,487.75,58.0,1,203.61,76.0,1,344.65,34.0,1,5.7144,10.1615
469,처치,1,44.0,51.0,2197.51,6267.0,4.0,0,31.0,909.4300000000001,428.0,1,0,2,270.16,121.0,1,458.16,12.0,1,170.35,80.0,1,294.61,5.0,1,5.6283,9.545
470,처치,1,49.0,51.0,754.74,38811.0,4.0,0,33.0,153.54,99.0,1,0,2,23.31,14.0,1,132.62,9.0,1,19.81,12.0,1,94.12,6.0,1,0.4856,2.7629
473,대조,0,18.0,24.0,990.16,81149.0,11.0,0,16.0,490.37,202.0,1,0,1,154.21,79.0,1,266.88,5.0,1,62.61,43.0,1,111.33,2.0,1,3.2127,5.56
475,대조,0,14.0,15.0,482.63,261.0,15.0,0,11.0,265.2,122.0,1,0,1,73.0,39.0,1,118.7,4.0,1,73.0,39.0,1,118.7,4.0,1,1.5208,2.4729
476,대조,0,11.0,11.0,656.05,295.0,1.0,0,11.0,375.65,157.0,1,0,0,47.39,18.0,1,102.14,6.0,1,47.39,18.0,1,102.14,6.0,1,0.9873,2.1279
479,처치,1,21.0,23.0,512.0,285.0,1.0,0,14.0,255.62,122.0,1,0,1,120.07,61.0,1,232.49,5.0,1,24.31,13.0,1,61.71,3.0,1,2.5015,4.8435
480,처치,1,16.0,16.0,653.0,59621.0,3.0,0,10.0,282.46,129.0,1,0,3,64.56,19.0,1,91.92,3.0,1,64.56,19.0,1,91.92,3.0,1,1.345,1.915
481,대조,0,8.0,8.0,531.42,239.0,5.0,0,8.0,280.2,113.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
482,대조,0,19.0,24.0,457.41,3018.0,28.0,0,20.0,289.98,116.0,1,0,0,24.380000000000003,9.0,1,46.339999999999996,7.0,1,20.39,8.0,1,36.45,6.0,1,0.5079,0.9654
483,처치,1,33.0,37.0,845.0500000000001,420.0,16.0,0,32.0,520.34,264.0,1,0,1,261.16,145.0,1,431.15,9.0,1,175.21,97.0,1,294.73,6.0,1,5.4408,8.9823
484,처치,1,35.0,41.0,927.4,6122.0,10.0,0,31.0,457.89,225.0,1,0,1,126.87,57.0,1,251.05,12.0,1,59.05,27.0,1,103.18,6.0,1,2.6431,5.2302
485,대조,0,43.0,48.0,1369.0,170851.0,4.0,0,33.0,608.6,315.0,1,0,0,276.5,122.0,1,463.45,15.0,1,182.95,78.0,1,326.77,9.0,1,5.7604,9.6552
489,처치,1,40.0,50.0,1754.26,138624.0,5.0,0,30.0,630.63,348.0,1,0,4,169.08,93.0,1,490.25,20.0,1,118.89,72.0,1,337.41,12.0,1,3.5225,10.2135
490,처치,1,22.0,23.0,1104.84,753.0,20.0,0,14.0,382.3,192.0,1,1,3,106.2,87.0,1,219.43,5.0,1,106.2,87.0,1,219.43,5.0,1,2.2125,4.5715
491,처치,1,28.0,34.0,1315.95,68146.0,9.0,0,21.0,629.32,195.0,1,0,2,118.35,40.0,1,213.31,8.0,1,44.93,14.0,1,87.09,3.0,1,2.4656,4.444
493,처치,1,52.0,60.0,1546.22,37454.0,1.0,0,52.0,735.45,291.0,1,0,2,166.63,69.0,1,457.02,21.0,1,104.02,42.0,1,262.57,14.0,1,3.4715,9.5212
498,대조,0,27.0,30.0,574.42,274.0,32.0,0,28.0,370.77,154.0,1,0,0,66.04,18.0,1,109.3,10.0,1,41.89,12.0,1,71.46000000000001,7.0,1,1.3758,2.2771
502,대조,0,17.0,21.0,901.25,516.0,6.0,0,14.0,651.47,271.0,1,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
507,대조,0,16.0,17.0,471.99,14230.0,11.0,0,8.0,183.14000000000001,116.0,1,0,1,0.0,0.0,0,53.459999999999994,2.0,1,0.0,0.0,0,34.3,1.0,1,0.0,1.1137
508,대조,0,8.0,8.0,305.89,106.0,7.0,0,5.0,99.2,35.0,1,0,1,24.33,15.0,1,55.45,7.0,1,24.33,15.0,1,55.45,7.0,1,0.5069,1.1552
511,처치,1,77.0,101.0,1697.3700000000001,83243.0,2.0,0,63.0,680.34,431.0,1,0,2,137.71,86.0,1,343.39,28.0,1,87.64,53.0,1,265.58,20.0,1,2.869,7.154
513,처치,1,46.0,48.0,3495.44,1048.0,2.0,0,42.0,1172.53,437.0,1,0,2,291.35,97.0,1,830.4,12.0,1,191.28,64.0,1,538.79,9.0,1,6.0698,17.3
514,대조,0,22.0,22.0,869.9200000000001,477.0,8.0,0,21.0,628.13,349.0,1,0,1,90.86,58.0,1,100.01,3.0,1,49.49,34.0,1,51.57,2.0,1,1.8929,2.0835
517,처치,1,27.0,32.0,1140.08,23732.0,2.0,0,25.0,589.8,281.0,1,0,2,166.74,66.0,1,362.64,8.0,1,98.57000000000001,36.0,1,192.1,6.0,1,3.4738,7.555
518,처치,1,52.0,66.0,2061.89,969.0,6.0,0,50.0,953.5,376.0,1,2,1,162.57,69.0,1,313.71,12.0,1,103.99,47.0,1,180.67000000000002,8.0,1,3.3869,6.5356
519,대조,0,10.0,10.0,230.21,103.0,33.0,0,8.0,112.81,56.0,1,0,1,16.189999999999998,5.0,1,36.8,2.0,1,4.8100000000000005,2.0,1,13.97,1.0,1,0.3373,0.7667
520,대조,0,28.0,29.0,543.8,3990.0,6.0,0,23.0,266.84,136.0,1,0,0,43.36,18.0,1,70.89,4.0,1,43.36,18.0,1,70.89,4.0,1,0.9033,1.4769
523,처치,1,50.0,57.0,1095.2,73631.0,2.0,0,47.0,468.06,247.0,1,0,0,154.77,71.0,1,348.27,17.0,1,84.16,43.0,1,241.55,12.0,1,3.2244,7.2556
524,처치,1,22.0,22.0,383.97,6845.0,3.0,0,20.0,287.55,130.0,1,0,3,44.81,15.0,1,53.1,4.0,1,44.81,15.0,1,53.1,4.0,1,0.9335,1.1062
527,대조,0,43.0,43.0,1322.25,492.0,4.0,0,41.0,559.8100000000001,206.0,1,0,1,123.55,62.0,1,267.53000000000003,11.0,1,77.21000000000001,35.0,1,159.18,5.0,1,2.574,5.5735
529,대조,0,14.0,17.0,669.41,341.0,14.0,0,16.0,427.08,183.0,1,0,2,76.54,47.0,1,126.69,2.0,1,76.54,47.0,1,126.69,2.0,1,1.5946,2.6394
530,대조,0,15.0,15.0,395.66,143.0,10.0,0,13.0,217.82,74.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
533,대조,0,18.0,21.0,725.07,441.0,7.0,0,18.0,423.16,215.0,1,0,2,32.0,15.0,1,65.92,3.0,1,30.0,14.0,1,60.43,2.0,1,0.6667,1.3733
534,대조,0,105.0,150.0,407.68,7098.0,1.0,0,90.0,191.41,142.0,1,0,2,41.38,28.0,1,91.0,29.0,1,21.310000000000002,17.0,1,53.27,18.0,1,0.8621,1.8958
536,처치,1,19.0,21.0,375.61,3737.0,30.0,0,16.0,208.54,115.0,1,0,3,83.92,51.0,1,153.18,8.0,1,34.1,23.0,1,63.87,5.0,1,1.7483,3.1912
537,대조,0,8.0,9.0,372.95,162.0,30.0,0,9.0,162.07,71.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
538,대조,0,17.0,19.0,1172.2,26915.0,5.0,0,17.0,681.2,249.0,1,0,1,323.5,132.0,1,558.08,10.0,1,216.78,76.0,1,384.97,6.0,1,6.7396,11.6267
540,대조,0,19.0,20.0,609.51,209.0,7.0,0,17.0,352.68,121.0,1,0,1,334.46,134.0,1,552.54,14.0,1,208.9,85.0,1,342.55,8.0,1,6.9679,11.5112
542,처치,1,29.0,31.0,537.1800000000001,12172.0,9.0,0,24.0,274.95,127.0,1,0,0,84.28,36.0,1,172.3,7.0,1,58.58,26.0,1,110.97,5.0,1,1.7558,3.5896
545,처치,1,17.0,17.0,825.96,15497.0,17.0,0,15.0,353.31,185.0,1,4,1,44.36,25.0,1,93.41,2.0,1,44.36,25.0,1,93.41,2.0,1,0.9242,1.946
546,처치,1,38.0,44.0,1062.83,47377.0,2.0,0,30.0,311.37,249.0,1,0,1,116.39,64.0,1,310.73,9.0,1,93.75,53.0,1,259.84000000000003,7.0,1,2.4248,6.4735
548,처치,1,26.0,28.0,1468.33,12046.0,6.0,0,26.0,770.21,419.0,1,0,1,129.51,63.0,1,218.6,5.0,1,111.53,52.0,1,186.98,4.0,1,2.6981,4.5542
549,대조,0,13.0,14.0,350.2,138.0,25.0,0,14.0,225.17000000000002,89.0,1,0,0,29.02,12.0,1,34.02,2.0,1,29.02,12.0,1,34.02,2.0,1,0.6046,0.7088
558,처치,1,35.0,41.0,724.87,330.0,5.0,0,36.0,470.18,168.0,1,0,1,101.83,38.0,1,139.36,10.0,1,92.48,34.0,1,127.12,8.0,1,2.1215,2.9033
562,대조,0,22.0,23.0,965.35,30569.0,1.0,0,20.0,321.24,124.0,1,0,1,112.36,50.0,1,248.82999999999998,5.0,1,60.82,27.0,1,166.34,2.0,1,2.3408,5.184
563,처치,1,21.0,27.0,1074.75,58401.0,1.0,0,19.0,441.58,222.0,1,0,0,0.0,0.0,0,2.99,1.0,1,0.0,0.0,0,2.99,1.0,1,0.0,0.0623
566,처치,1,24.0,27.0,323.9,19076.0,4.0,0,18.0,103.95,48.0,1,0,0,6.49,2.0,1,17.46,1.0,1,6.49,2.0,1,17.46,1.0,1,0.1352,0.3638
567,처치,1,73.0,86.0,886.85,5897.0,3.0,0,59.0,387.76,185.0,1,0,2,218.91,72.0,1,638.48,38.0,1,174.69,59.0,1,443.67,25.0,1,4.5606,13.3017
569,처치,1,30.0,32.0,1631.0,32637.0,3.0,0,27.0,787.91,228.0,1,0,4,90.67,15.0,1,260.73,5.0,1,82.6,12.0,1,243.59,4.0,1,1.889,5.4319
570,대조,0,6.0,6.0,199.55,97.0,16.0,0,5.0,107.45,52.0,1,0,1,128.3,57.0,1,142.26,5.0,1,118.94,35.0,1,132.9,4.0,1,2.6729,2.9637
572,대조,0,0.0,0.0,0.0,0.0,200.0,1,0.0,0.0,0.0,0,0,2,86.61,32.0,1,154.14000000000001,6.0,1,86.61,32.0,1,154.14000000000001,6.0,1,1.8044,3.2112
575,처치,1,80.0,101.0,3576.58,52771.0,3.0,0,84.0,1584.71,1143.0,1,0,5,429.16,285.0,1,788.42,21.0,1,260.56,200.0,1,476.43,12.0,1,8.9408,16.4254
576,처치,1,42.0,49.0,1404.32,600.0,25.0,0,47.0,829.73,411.0,1,0,6,67.78,31.0,1,128.21,3.0,1,21.13,3.0,1,21.13,1.0,1,1.4121,2.671
577,처치,1,11.0,12.0,1084.01,406.0,39.0,0,9.0,525.11,198.0,1,0,0,61.38,29.0,1,163.29,2.0,1,0.0,0.0,0,0.0,0.0,0,1.2788,3.4019
578,대조,0,36.0,42.0,833.15,15217.0,8.0,0,31.0,396.37,162.0,1,0,1,250.03,79.0,1,368.14,15.0,1,130.35,38.0,1,194.29,11.0,1,5.209,7.6696
580,처치,1,28.0,30.0,400.40000000000003,115.0,9.0,0,19.0,105.66,47.0,1,0,1,17.9,8.0,1,70.96000000000001,6.0,1,11.120000000000001,7.0,1,29.11,3.0,1,0.3729,1.4783
582,처치,1,39.0,41.0,1079.06,52779.0,1.0,0,30.0,445.13,184.0,1,0,1,167.24,32.0,1,302.56,4.0,1,102.32,15.0,1,164.25,3.0,1,3.4842,6.3033
583,처치,1,48.0,53.0,530.92,275.0,14.0,0,32.0,309.77,106.0,1,0,4,47.47,33.0,1,212.81,9.0,1,18.99,12.0,1,48.43,5.0,1,0.989,4.4335
584,대조,0,14.0,19.0,281.05,10474.0,23.0,0,16.0,135.29,46.0,1,0,1,0.0,0.0,0,20.0,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.4167
594,처치,1,17.0,20.0,691.44,306.0,5.0,0,13.0,316.29,162.0,1,0,1,66.63,37.0,1,122.52,5.0,1,66.63,37.0,1,122.52,5.0,1,1.3881,2.5525
598,대조,0,50.0,60.0,1006.3000000000001,15149.0,4.0,0,46.0,558.09,272.0,1,0,5,166.79,85.0,1,337.65,17.0,1,116.79,55.0,1,261.01,14.0,1,3.4748,7.0344
603,처치,1,23.0,26.0,444.69,31987.0,19.0,0,14.0,186.81,83.0,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
604,대조,0,11.0,11.0,455.93,158.0,13.0,0,9.0,194.26,79.0,1,0,1,56.99,21.0,1,113.21,5.0,1,56.99,21.0,1,113.21,5.0,1,1.1873,2.3585
