household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score,match_id
1746,대조,0,14.0,26.0,864.92,280.0,16.0,0,25.0,573.69,166.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.5668161638633856,62
222,처치,1,28.0,28.0,1182.01,28830.0,2.0,0,22.0,635.97,304.0,1,1,1,153.31,70.0,1,305.43,7.0,1,80.75,40.0,1,189.34,5.0,1,3.194,6.3631,0.5989071566404047,63
1939,대조,0,21.0,22.0,894.59,48347.0,2.0,0,14.0,330.25,139.0,1,0,2,28.28,12.0,1,173.2,5.0,1,0.0,0.0,0,74.72999999999999,3.0,1,0.5892,3.6083,0.5977686241975977,63
228,처치,1,21.0,23.0,1223.83,18390.0,3.0,0,15.0,957.99,158.0,1,0,0,95.08,62.0,1,304.2,10.0,1,55.72,36.0,1,155.29,5.0,1,1.9808,6.3375,0.2722926797132042,64
1424,대조,0,15.0,15.0,171.03,91.0,11.0,0,14.0,107.99,52.0,1,0,1,19.36,7.0,1,37.68,5.0,1,13.32,5.0,1,28.37,4.0,1,0.4033,0.785,0.2724729054145179,64
230,처치,1,44.0,50.0,1351.19,61733.0,1.0,0,28.0,675.35,352.0,1,0,1,171.6,90.0,1,337.78,11.0,1,96.33,53.0,1,194.6,8.0,1,3.575,7.0371,0.7568192615939782,65
2108,대조,0,47.0,53.0,893.73,3814.0,1.0,0,40.0,440.48,239.0,1,0,1,118.78,57.0,1,145.92,6.0,1,98.23,36.0,1,117.59,4.0,1,2.4746,3.04,0.760523568981351,65
242,처치,1,20.0,20.0,1265.65,501.0,9.0,0,17.0,663.9,264.0,1,0,1,283.3,102.0,1,439.73,7.0,1,188.78,59.0,1,306.64,4.0,1,5.9021,9.161,0.47511686343018417,66
562,대조,0,22.0,23.0,965.35,30569.0,1.0,0,20.0,321.24,124.0,1,0,1,112.36,50.0,1,248.83,5.0,1,60.82,27.0,1,166.34,2.0,1,2.3408,5.184,0.4752070229032672,66
249,처치,1,34.0,38.0,562.57,282.0,1.0,0,23.0,170.8,102.0,1,0,1,88.82,43.0,1,235.01,11.0,1,88.82,43.0,1,226.02,10.0,1,1.8504,4.896,0.6244231594967945,67
1443,대조,0,32.0,36.0,455.7,144.0,5.0,0,30.0,176.01,59.0,1,0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,2.0,1.0,1,0.0417,0.0417,0.6239379761636921,67
257,처치,1,33.0,44.0,689.79,2384.0,11.0,0,32.0,404.1,243.0,1,0,2,187.07,108.0,1,287.65,7.0,1,152.15,93.0,1,231.79,6.0,1,3.8973,5.9927,0.8233303772915356,68
16,대조,0,35.0,38.0,536.59,27753.0,64.0,0,29.0,212.02,90.0,1,0,2,7.59,3.0,1,11.34,2.0,1,7.59,3.0,1,7.59,1.0,1,0.1581,0.2362,0.8042620182541214,68
258,처치,1,67.0,75.0,733.53,538.0,2.0,0,57.0,292.98,248.0,1,0,3,103.95,51.0,1,200.54,15.0,1,78.7,35.0,1,148.05,11.0,1,2.1656,4.1779,0.9350474868742121,69
740,대조,0,44.0,45.0,2345.0,1287.0,1.0,0,45.0,1396.17,682.0,1,0,4,181.84,76.0,1,322.08,6.0,1,152.31,63.0,1,256.31,5.0,1,3.7883,6.71,0.920624975374355,69
266,처치,1,13.0,13.0,674.25,29714.0,5.0,0,8.0,311.72,135.0,1,0,1,98.99,44.0,1,188.69,3.0,1,25.8,13.0,1,36.23,1.0,1,2.0623,3.931,0.2751862195458073,70
2398,대조,0,23.0,26.0,687.54,287.0,1.0,0,23.0,446.88,180.0,1,0,0,100.67,43.0,1,181.65,6.0,1,43.32,17.0,1,88.57000000000001,4.0,1,2.0973,3.7844,0.2749234255298656,70
271,처치,1,19.0,20.0,165.09,71.0,38.0,0,5.0,26.95,12.0,1,0,3,8.39,4.0,1,37.24,2.0,1,0.0,0.0,0,5.99,1.0,1,0.1748,0.7758,0.6017650688295769,71
1124,대조,0,23.0,31.0,884.14,2514.0,4.0,0,27.0,597.5600000000001,329.0,1,0,1,213.76,89.0,1,287.52,2.0,1,0.0,0.0,0,0.0,0.0,0,4.4533,5.99,0.603762538327666,71
273,처치,1,41.0,46.0,796.82,294.0,5.0,0,28.0,370.37,112.0,1,0,0,68.47,32.0,1,164.56,8.0,1,39.29,14.0,1,113.93,7.0,1,1.4265,3.4283,0.5028265350318362,72
185,대조,0,22.0,25.0,830.28,29110.0,2.0,0,17.0,460.9,238.0,1,0,1,22.94,11.0,1,108.15,6.0,1,12.25,3.0,1,37.65,3.0,1,0.4779,2.2531,0.5016554794292003,72
275,처치,1,75.0,103.0,2096.51,77956.0,4.0,0,70.0,893.78,467.0,1,0,1,164.28,82.0,1,375.61,21.0,1,102.84,48.0,1,257.06,16.0,1,3.4225,7.8252,0.9222657070282991,73
1303,대조,0,58.0,70.0,1798.08,113320.0,4.0,0,31.0,676.51,236.0,1,0,2,172.49,59.0,1,447.01,18.0,1,111.17,39.0,1,323.05,13.0,1,3.5935,9.3127,0.9139563134201094,73
288,처치,1,24.0,25.0,885.28,75210.0,1.0,0,19.0,426.17,190.0,1,0,2,120.63,48.0,1,274.59,8.0,1,37.15,20.0,1,121.57,3.0,1,2.5131,5.7206,0.6380153918795131,74
79,대조,0,56.0,63.0,1536.42,47911.0,1.0,0,44.0,752.26,279.0,1,0,0,135.54,57.0,1,510.9,16.0,1,112.75,44.0,1,425.11,12.0,1,2.8238,10.6437,0.6384967927572847,74
293,처치,1,40.0,46.0,1533.89,623.0,2.0,0,41.0,1132.48,421.0,1,0,2,169.65,71.0,1,232.64,6.0,1,160.66,68.0,1,217.53,5.0,1,3.5344,4.8467,0.8441622015487593,75
1349,대조,0,59.0,63.0,1861.38,22591.0,3.0,0,54.0,1017.39,476.0,1,0,1,210.11,90.0,1,418.47,16.0,1,144.12,62.0,1,275.95,11.0,1,4.3773,8.7181,0.8424205036255352,75
297,처치,1,17.0,19.0,422.65,195.0,11.0,0,15.0,262.0,104.0,1,0,1,62.95,21.0,1,106.83,4.0,1,0.0,0.0,0,12.77,2.0,1,1.3115,2.2256,0.3945375338690706,76
1777,대조,0,18.0,19.0,282.62,95.0,35.0,0,14.0,126.03,39.0,1,0,1,73.93,26.0,1,113.04,10.0,1,55.16,17.0,1,76.89,6.0,1,1.5402,2.355,0.3944526463871824,76
303,처치,1,66.0,76.0,1730.31,30276.0,1.0,0,66.0,778.21,367.0,1,0,1,345.92,195.0,1,637.05,29.0,1,202.59,114.0,1,366.13,16.0,1,7.2067,13.2719,0.8686936340117903,77
1919,대조,0,21.0,28.0,1131.39,66371.0,11.0,0,19.0,568.88,337.0,1,0,4,137.15,72.0,1,300.56,5.0,1,109.33,56.0,1,206.68,3.0,1,2.8573,6.2617,0.8421890339294267,77
312,처치,1,14.0,15.0,1127.51,487.0,7.0,0,14.0,551.66,272.0,1,0,1,42.09,14.0,1,180.42,4.0,1,38.3,13.0,1,169.63,3.0,1,0.8769,3.7587,0.3610771536982888,78
2035,대조,0,16.0,19.0,313.4,193.0,5.0,0,14.0,165.56,82.0,1,0,1,2.84,2.0,1,5.3100000000000005,2.0,1,2.84,2.0,1,5.3100000000000005,2.0,1,0.0592,0.1106,0.36126220275189364,78
318,처치,1,31.0,41.0,407.59,6814.0,8.0,0,17.0,120.27,93.0,1,0,1,24.03,16.0,1,86.95,3.0,1,24.03,16.0,1,86.95,3.0,1,0.5006,1.8115,0.6577531090409064,79
708,대조,0,18.0,19.0,774.78,342.0,5.0,0,19.0,482.26,222.0,1,0,3,146.81,60.0,1,260.16,5.0,1,96.39,41.0,1,186.3,4.0,1,3.0585,5.42,0.657396999997493,79
322,처치,1,20.0,23.0,779.12,12304.0,20.0,0,21.0,363.15,154.0,1,0,1,26.94,15.0,1,40.3,1.0,1,26.94,15.0,1,40.3,1.0,1,0.5612,0.8396,0.5179463173864305,80
1387,대조,0,22.0,25.0,616.13,261.0,9.0,0,24.0,325.44,102.0,1,0,1,42.23,14.0,1,95.79,4.0,1,25.31,9.0,1,55.65,3.0,1,0.8798,1.9956,0.5197085541623546,80
338,처치,1,50.0,56.0,905.6,582.0,6.0,0,47.0,688.08,436.0,1,0,1,92.32,60.0,1,144.93,14.0,1,80.83,49.0,1,121.32,10.0,1,1.9233,3.0194,0.7974643449678213,81
1663,대조,0,53.0,67.0,730.17,174115.0,1.0,0,17.0,116.42,33.0,1,0,1,17.259999999999998,6.0,1,187.9,26.0,1,7.279999999999999,4.0,1,92.32,14.0,1,0.3596,3.9146,0.7975184670290713,81
343,처치,1,18.0,19.0,463.8,186.0,2.0,0,14.0,153.53,56.0,1,0,0,7.109999999999999,3.0,1,26.46,1.0,1,7.109999999999999,3.0,1,26.46,1.0,1,0.1481,0.5512,0.17963467227707486,82
665,대조,0,12.0,12.0,183.93,77.0,1.0,0,6.0,41.19,19.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.1803327642279456,82
346,처치,1,50.0,54.0,2089.08,1094.0,3.0,0,50.0,962.43,474.0,1,0,1,248.55,118.0,1,448.21,11.0,1,159.28,79.0,1,264.04,7.0,1,5.1781,9.3377,0.8131718605621112,83
2159,대조,0,37.0,54.0,855.61,33788.0,10.0,0,31.0,416.41,153.0,1,0,1,101.39,36.0,1,144.79,6.0,1,101.39,36.0,1,144.79,6.0,1,2.1123,3.0165,0.7868794469397581,83
348,처치,1,36.0,44.0,958.85,592.0,7.0,0,33.0,581.26,258.0,1,0,0,181.67,75.0,1,269.35,13.0,1,113.51,54.0,1,169.27,11.0,1,3.7848,5.6115,0.5081813948079861,84
2393,대조,0,20.0,22.0,1605.33,638.0,3.0,0,22.0,1037.36,453.0,1,0,1,117.68,59.0,1,180.97,3.0,1,49.46,25.0,1,82.24000000000001,2.0,1,2.4517,3.7702,0.5079056639224259,84
353,처치,1,38.0,39.0,1206.82,545.0,6.0,0,30.0,604.86,250.0,1,1,1,236.93,84.0,1,360.95,10.0,1,92.48,34.0,1,124.68,5.0,1,4.936,7.5198,0.7295642347850653,85
1110,대조,0,65.0,71.0,2949.59,735.0,3.0,0,56.0,716.18,425.0,1,0,0,200.05,136.0,1,906.29,24.0,1,137.26,94.0,1,544.7,17.0,1,4.1677,18.881,0.7285038132308651,85
356,처치,1,49.0,54.0,963.03,71389.0,2.0,0,29.0,191.03,106.0,1,0,0,48.72,31.0,1,215.46,15.0,1,25.47,14.0,1,123.57,9.0,1,1.015,4.4888,0.5571976917874243,86
1858,대조,0,26.0,26.0,1216.06,503.0,4.0,0,24.0,613.22,299.0,1,0,1,110.64,49.0,1,178.39,4.0,1,2.19,1.0,1,15.38,1.0,1,2.305,3.7165,0.5579965287861932,86
362,처치,1,25.0,25.0,882.91,12482.0,10.0,0,23.0,459.87,214.0,1,2,1,89.24,49.0,1,175.53,5.0,1,53.1,32.0,1,98.83,3.0,1,1.8592,3.6569,0.5903310021547628,87
2440,대조,0,26.0,33.0,529.96,224.0,3.0,0,24.0,391.58,131.0,1,0,1,75.12,24.0,1,90.24,5.0,1,27.71,10.0,1,37.05,4.0,1,1.565,1.88,0.5885196305070197,87
364,처치,1,24.0,26.0,710.07,314.0,5.0,0,23.0,390.56,145.0,1,0,3,2.29,1.0,1,2.29,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0477,0.0477,0.7494647156425072,88
2252,대조,0,51.0,78.0,2871.78,211232.0,1.0,0,50.0,1275.44,592.0,1,0,0,452.83,221.0,1,1029.92,37.0,1,305.0,135.0,1,680.42,23.0,1,9.434,21.4567,0.7396089579111291,88
377,처치,1,28.0,29.0,430.9,200.0,1.0,0,27.0,284.89,132.0,1,0,2,176.15,92.0,1,240.9,12.0,1,155.37,85.0,1,216.63,9.0,1,3.6698,5.0188,0.6549971719813503,89
278,대조,0,21.0,21.0,532.69,202.0,2.0,0,19.0,274.01,97.0,1,0,3,94.33,32.0,1,163.24,8.0,1,70.33,18.0,1,91.25,5.0,1,1.9652,3.4008,0.6548167072180319,89
383,처치,1,48.0,53.0,2040.52,57929.0,2.0,0,44.0,1174.62,565.0,1,1,1,247.52,130.0,1,410.17,9.0,1,169.52,85.0,1,253.85,6.0,1,5.1567,8.5452,0.8209189631208589,90
877,대조,0,20.0,20.0,1213.79,54351.0,10.0,0,17.0,571.21,235.0,1,8,3,57.45,41.0,1,167.70000000000002,3.0,1,32.84,26.0,1,86.67,1.0,1,1.1969,3.4938,0.780574327096586,90
387,처치,1,40.0,48.0,1666.59,536.0,3.0,0,34.0,765.35,252.0,1,0,1,157.82,53.0,1,375.86,8.0,1,57.91,22.0,1,126.44,4.0,1,3.2879,7.8304,0.7699771406226665,91
1285,대조,0,41.0,45.0,1412.78,931.0,2.0,0,44.0,919.87,654.0,1,1,1,221.32,139.0,1,359.98,9.0,1,146.62,96.0,1,230.39,6.0,1,4.6108,7.4996,0.7678118738457987,91
390,처치,1,23.0,23.0,455.25,205.0,23.0,0,14.0,165.43,73.0,1,0,1,38.97,22.0,1,129.61,7.0,1,32.94,19.0,1,92.95,4.0,1,0.8119,2.7002,0.4797468788033795,92
720,대조,0,24.0,24.0,569.1,142.0,3.0,0,23.0,335.11,108.0,1,0,1,93.65,26.0,1,111.01,6.0,1,53.39,16.0,1,68.46000000000001,4.0,1,1.951,2.3127,0.47819949787349897,92
420,처치,1,8.0,8.0,188.64,114.0,16.0,0,4.0,103.88,62.0,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2864942352906933,93
841,대조,0,19.0,29.0,466.29,32061.0,1.0,0,22.0,278.66,84.0,1,0,0,233.82,56.0,1,435.71,25.0,1,102.1,16.0,1,165.23,10.0,1,4.8712,9.0773,0.2871101062548822,93
428,처치,1,29.0,29.0,1179.94,754.0,9.0,0,26.0,680.09,403.0,1,0,2,152.65,91.0,1,257.11,8.0,1,110.97,72.0,1,173.36,5.0,1,3.1802,5.3565,0.736255637379891,94
1580,대조,0,70.0,91.0,790.01,6389.0,2.0,0,65.0,402.8,274.0,1,0,0,57.23,43.0,1,124.33,17.0,1,51.46,40.0,1,114.31,15.0,1,1.1923,2.5902,0.7360724323602701,94
433,처치,1,11.0,11.0,80.86,51.0,10.0,0,8.0,32.730000000000004,14.0,1,0,1,13.15,7.0,1,26.04,5.0,1,8.61,5.0,1,21.5,4.0,1,0.274,0.5425,0.16169670843989728,95
2251,대조,0,5.0,7.0,525.22,299.0,58.0,0,7.0,339.78,200.0,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.1595453773242531,95
441,처치,1,25.0,25.0,683.54,327.0,4.0,0,23.0,324.86,151.0,1,0,0,105.78,36.0,1,244.76,9.0,1,65.73,24.0,1,138.36,6.0,1,2.2038,5.0992,0.28037727353492387,96
1408,대조,0,26.0,27.0,538.19,296.0,2.0,0,22.0,258.97,169.0,1,0,0,35.63,15.0,1,134.77,9.0,1,27.96,12.0,1,92.17,6.0,1,0.7423,2.8077,0.28078661271859123,96
443,처치,1,24.0,27.0,944.97,572.0,1.0,0,27.0,566.91,382.0,1,2,2,190.23,121.0,1,302.82,14.0,1,130.49,82.0,1,216.79,11.0,1,3.9631,6.3088,0.7152999214996753,97
1683,대조,0,25.0,25.0,477.46,175.0,7.0,0,14.0,169.18,74.0,1,0,3,0.0,0.0,0,8.07,2.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.1681,0.7162505861115237,97
447,처치,1,23.0,23.0,275.9,129.0,72.0,0,19.0,108.79,67.0,1,0,3,0.0,0.0,0,30.01,1.0,1,0.0,0.0,0,30.01,1.0,1,0.0,0.6252,0.7127437580191713,98
2342,대조,0,60.0,75.0,1928.83,373449.0,2.0,0,41.0,583.21,326.0,1,0,0,102.8,99.0,1,385.6,15.0,1,72.66,65.0,1,293.81,11.0,1,2.1417,8.0333,0.71299383861669,98
451,처치,1,37.0,44.0,678.6800000000001,7420.0,2.0,0,31.0,328.66,103.0,1,0,1,76.87,32.0,1,200.96,15.0,1,52.39,21.0,1,143.44,10.0,1,1.6015,4.1867,0.6967262493489688,99
2466,대조,0,25.0,28.0,791.76,306.0,7.0,0,28.0,574.1,127.0,1,0,2,469.75,144.0,1,713.5,11.0,1,207.95,68.0,1,401.7,4.0,1,9.7865,14.8646,0.7041732779781089,99
460,처치,1,30.0,35.0,175.17,14568.0,2.0,0,28.0,75.2,52.0,1,0,2,26.57,14.0,1,29.24,7.0,1,22.56,10.0,1,25.23,5.0,1,0.5535,0.6092,0.6769132033856455,100
946,대조,0,36.0,39.0,905.12,558.0,2.0,0,35.0,622.89,347.0,1,0,1,53.86,25.0,1,88.75,9.0,1,20.01,10.0,1,24.64,3.0,1,1.1221,1.849,0.6761965134255216,100
462,처치,1,27.0,29.0,429.28,204.0,8.0,0,26.0,253.08,131.0,1,0,0,108.44,51.0,1,165.9,9.0,1,97.15,45.0,1,125.01,7.0,1,2.2592,3.4562,0.3155366269718655,101
45,대조,0,15.0,17.0,259.1,107.0,4.0,0,17.0,214.3,87.0,1,0,1,4.99,1.0,1,9.16,1.0,1,4.99,1.0,1,9.16,1.0,1,0.104,0.1908,0.31620150748007997,101
479,처치,1,21.0,23.0,512.0,285.0,1.0,0,14.0,255.62,122.0,1,0,1,120.07,61.0,1,232.49,5.0,1,24.31,13.0,1,61.71,3.0,1,2.5015,4.8435,0.4296984555578529,102
2021,대조,0,20.0,22.0,486.66,237.0,3.0,0,16.0,209.54,75.0,1,0,1,20.86,7.0,1,30.41,4.0,1,15.38,5.0,1,20.95,3.0,1,0.4346,0.6335,0.42989874000697165,102
480,처치,1,16.0,16.0,653.0,59621.0,3.0,0,10.0,282.46,129.0,1,0,3,64.56,19.0,1,91.92,3.0,1,64.56,19.0,1,91.92,3.0,1,1.345,1.915,0.5678831296107508,103
831,대조,0,42.0,48.0,2448.51,905.0,1.0,0,42.0,1191.42,436.0,1,0,0,328.12,121.0,1,756.89,15.0,1,198.27,67.0,1,465.86,8.0,1,6.8358,15.7685,0.5689844239651055,103
483,처치,1,33.0,37.0,845.0500000000001,420.0,16.0,0,32.0,520.34,264.0,1,0,1,261.16,145.0,1,431.15,9.0,1,175.21,97.0,1,294.73,6.0,1,5.4408,8.9823,0.6890450605354782,104
1270,대조,0,19.0,25.0,956.65,344.0,12.0,0,22.0,646.9,216.0,1,0,2,154.62,54.0,1,310.87,7.0,1,97.94,33.0,1,182.1,3.0,1,3.2212,6.4765,0.6839704933401579,104
484,처치,1,35.0,41.0,927.4,6122.0,10.0,0,31.0,457.89,225.0,1,0,1,126.87,57.0,1,251.05,12.0,1,59.05,27.0,1,103.18,6.0,1,2.6431,5.2302,0.7157868989070245,105
578,대조,0,36.0,42.0,833.15,15217.0,8.0,0,31.0,396.37,162.0,1,0,1,250.03,79.0,1,368.14,15.0,1,130.35,38.0,1,194.29,11.0,1,5.209,7.6696,0.7139387434289227,105
490,처치,1,22.0,23.0,1104.84,753.0,20.0,0,14.0,382.3,192.0,1,1,3,106.2,87.0,1,219.43,5.0,1,106.2,87.0,1,219.43,5.0,1,2.2125,4.5715,0.7719831746770728,106
1850,대조,0,74.0,88.0,2534.58,273563.0,2.0,0,57.0,1005.0,461.0,1,0,0,135.48,58.0,1,497.48,14.0,1,77.25,28.0,1,344.19,9.0,1,2.8225,10.3642,0.7758663523185035,106
491,처치,1,28.0,34.0,1315.95,68146.0,9.0,0,21.0,629.32,195.0,1,0,2,118.35,40.0,1,213.31,8.0,1,44.93,14.0,1,87.09,3.0,1,2.4656,4.444,0.7794368849372685,107
2493,대조,0,42.0,47.0,1005.9,43915.0,39.0,0,33.0,526.9300000000001,217.0,1,0,1,22.6,10.0,1,28.12,3.0,1,8.79,6.0,1,13.31,2.0,1,0.4708,0.5858,0.7802908550798267,107
517,처치,1,27.0,32.0,1140.08,23732.0,2.0,0,25.0,589.8,281.0,1,0,2,166.74,66.0,1,362.64,8.0,1,98.57,36.0,1,192.1,6.0,1,3.4738,7.555,0.7398705311176276,108
2013,대조,0,32.0,38.0,343.28000000000003,158.0,3.0,0,26.0,171.89,88.0,1,0,2,51.59,24.0,1,74.14,13.0,1,48.72,23.0,1,71.27,12.0,1,1.0748,1.5446,0.7385564343023009,108
523,처치,1,50.0,57.0,1095.2,73631.0,2.0,0,47.0,468.06,247.0,1,0,0,154.77,71.0,1,348.27,17.0,1,84.16,43.0,1,241.55,12.0,1,3.2244,7.2556,0.5951378973817388,109
1800,대조,0,28.0,31.0,1491.34,357047.0,2.0,0,12.0,310.89,142.0,1,0,1,38.78,14.0,1,264.19,7.0,1,33.83,9.0,1,109.25,3.0,1,0.8079,5.504,0.6044466784051589,109
524,처치,1,22.0,22.0,383.97,6845.0,3.0,0,20.0,287.55,130.0,1,0,3,44.81,15.0,1,53.1,4.0,1,44.81,15.0,1,53.1,4.0,1,0.9335,1.1062,0.6592404642173656,110
192,대조,0,24.0,24.0,1031.96,417.0,5.0,0,23.0,489.82,178.0,1,0,2,131.58,44.0,1,298.35,8.0,1,73.14,24.0,1,152.44,4.0,1,2.7413,6.2156,0.660221160005979,110
536,처치,1,19.0,21.0,375.61,3737.0,30.0,0,16.0,208.54,115.0,1,0,3,83.92,51.0,1,153.18,8.0,1,34.1,23.0,1,63.87,5.0,1,1.7483,3.1912,0.6808005976932846,111
1428,대조,0,49.0,64.0,2114.23,131752.0,5.0,0,40.0,872.13,431.0,1,0,0,90.6,40.0,1,284.84,15.0,1,65.33,29.0,1,238.16,11.0,1,1.8875,5.9342,0.6815151409600553,111
542,처치,1,29.0,31.0,537.1800000000001,12172.0,9.0,0,24.0,274.95,127.0,1,0,0,84.28,36.0,1,172.3,7.0,1,58.58,26.0,1,110.97,5.0,1,1.7558,3.5896,0.3492078117600426,112
2439,대조,0,20.0,20.0,193.54,140.0,3.0,0,19.0,146.32999999999998,106.0,1,0,1,6.67,2.0,1,10.96,2.0,1,6.67,2.0,1,10.96,2.0,1,0.139,0.2283,0.3494732386490934,112
545,처치,1,17.0,17.0,825.96,15497.0,17.0,0,15.0,353.31,185.0,1,4,1,44.36,25.0,1,93.41,2.0,1,44.36,25.0,1,93.41,2.0,1,0.9242,1.946,0.47472984450572775,113
1524,대조,0,21.0,22.0,987.67,72134.0,5.0,0,13.0,455.38,195.0,1,0,1,108.36,48.0,1,265.64,5.0,1,66.44,33.0,1,162.43,3.0,1,2.2575,5.5342,0.47629023130470893,113
546,처치,1,38.0,44.0,1062.83,47377.0,2.0,0,30.0,311.37,249.0,1,0,1,116.39,64.0,1,310.73,9.0,1,93.75,53.0,1,259.84000000000003,7.0,1,2.4248,6.4735,0.7182105574260363,114
405,대조,0,29.0,31.0,1113.26,189183.0,1.0,0,13.0,315.0,229.0,1,0,2,121.84,68.0,1,339.95,10.0,1,57.34,35.0,1,176.22,6.0,1,2.5383,7.0823,0.7101491349134686,114
548,처치,1,26.0,28.0,1468.33,12046.0,6.0,0,26.0,770.21,419.0,1,0,1,129.51,63.0,1,218.6,5.0,1,111.53,52.0,1,186.98,4.0,1,2.6981,4.5542,0.6042201400987804,115
279,대조,0,20.0,28.0,959.86,69521.0,7.0,0,19.0,515.8,233.0,1,1,1,44.13,19.0,1,55.15,2.0,1,44.13,19.0,1,55.15,2.0,1,0.9194,1.149,0.6055110171585665,115
558,처치,1,35.0,41.0,724.87,330.0,5.0,0,36.0,470.18,168.0,1,0,1,101.83,38.0,1,139.36,10.0,1,92.48,34.0,1,127.12,8.0,1,2.1215,2.9033,0.6948557691804507,116
2075,대조,0,49.0,72.0,1938.54,117380.0,2.0,0,55.0,977.32,405.0,1,0,0,227.56,84.0,1,478.5,17.0,1,180.22,49.0,1,338.41,13.0,1,4.7408,9.9688,0.7066375722738424,116
563,처치,1,21.0,27.0,1074.75,58401.0,1.0,0,19.0,441.58,222.0,1,0,0,0.0,0.0,0,2.99,1.0,1,0.0,0.0,0,2.99,1.0,1,0.0,0.0623,0.30431924465498517,117
1530,대조,0,14.0,14.0,308.37,114.0,34.0,0,14.0,209.84,83.0,1,0,1,0.0,0.0,0,38.68,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.8058,0.3017217077987401,117
566,처치,1,24.0,27.0,323.9,19076.0,4.0,0,18.0,103.95,48.0,1,0,0,6.49,2.0,1,17.46,1.0,1,6.49,2.0,1,17.46,1.0,1,0.1352,0.3638,0.26255279622834243,118
391,대조,0,19.0,22.0,900.38,381.0,9.0,0,17.0,372.74,158.0,1,0,0,0.0,0.0,0,7.99,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.1665,0.26437307004134364,118
577,처치,1,11.0,12.0,1084.01,406.0,39.0,0,9.0,525.11,198.0,1,0,0,61.38,29.0,1,163.29,2.0,1,0.0,0.0,0,0.0,0.0,0,1.2788,3.4019,0.14704932564711054,119
984,대조,0,13.0,15.0,551.23,269.0,4.0,0,15.0,415.98,197.0,1,0,0,3.5199999999999996,2.0,1,3.5199999999999996,1.0,1,3.5199999999999996,2.0,1,3.5199999999999996,1.0,1,0.0733,0.0733,0.14721757700900368,119
580,처치,1,28.0,30.0,400.4,115.0,9.0,0,19.0,105.66,47.0,1,0,1,17.9,8.0,1,70.96000000000001,6.0,1,11.12,7.0,1,29.11,3.0,1,0.3729,1.4783,0.5539380517967963,120
705,대조,0,28.0,29.0,495.94,285.0,5.0,0,28.0,358.2,240.0,1,0,1,94.18,40.0,1,125.2,11.0,1,64.2,27.0,1,78.57000000000001,7.0,1,1.9621,2.6083,0.5516930286507786,120
582,처치,1,39.0,41.0,1079.06,52779.0,1.0,0,30.0,445.13,184.0,1,0,1,167.24,32.0,1,302.56,4.0,1,102.32,15.0,1,164.25,3.0,1,3.4842,6.3033,0.6897379874442611,121
136,대조,0,29.0,35.0,1522.6,816.0,5.0,0,30.0,716.42,363.0,1,0,1,68.98,39.0,1,155.1,6.0,1,65.6,35.0,1,143.64,5.0,1,1.4371,3.2312,0.6798399487764657,121
594,처치,1,17.0,20.0,691.44,306.0,5.0,0,13.0,316.29,162.0,1,0,1,66.63,37.0,1,122.52,5.0,1,66.63,37.0,1,122.52,5.0,1,1.3881,2.5525,0.4217849096120751,122
778,대조,0,10.0,11.0,281.7,2304.0,14.0,0,9.0,176.19,75.0,1,0,3,12.95,12.0,1,43.64,9.0,1,9.15,8.0,1,32.75,7.0,1,0.2698,0.9092,0.4175553524238558,122
603,처치,1,23.0,26.0,444.69,31987.0,19.0,0,14.0,186.81,83.0,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.7407838086848593,123
527,대조,0,43.0,43.0,1322.25,492.0,4.0,0,41.0,559.8100000000001,206.0,1,0,1,123.55,62.0,1,267.53000000000003,11.0,1,77.21000000000001,35.0,1,159.18,5.0,1,2.574,5.5735,0.7371071011361122,123
606,처치,1,26.0,31.0,1016.99,10441.0,1.0,0,29.0,586.27,271.0,1,0,1,231.94,90.0,1,392.27,8.0,1,91.91,37.0,1,182.4,4.0,1,4.8321,8.1723,0.5930124798005069,124
1569,대조,0,21.0,24.0,369.7,216.0,2.0,0,20.0,215.6,122.0,1,0,2,18.31,6.0,1,28.86,2.0,1,18.31,6.0,1,28.86,2.0,1,0.3815,0.6012,0.5848109421093818,124
