household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score,match_id
405,처치,1,80,86,3245.74,507412,9,0,39,1132.49,681,1,0,2,75.08,49.0,1,212.13,6.0,1,15.83,12.0,1,85.23,3.0,1,1.3407,3.788,0.5592425361300245,69
533,대조,0,49,53,2288.73,1123,17,0,48,1311.89,556,1,0,2,163.59,54.0,1,257.54,7.0,1,90.08,31.0,1,134.27,4.0,1,2.9212,4.5989,0.5589423986241868,69
414,처치,1,85,122,2073.61,57371,4,0,95,919.43,403,1,0,3,94.24,41.0,1,211.32,16.0,1,76.07000000000001,33.0,1,147.44,10.0,1,1.6829,3.7736,0.7772511437771311,70
1959,대조,0,85,99,5285.42,438494,2,0,53,1806.01,839,1,1,3,0.0,0.0,0,41.0,1.0,1,0.0,0.0,0,41.0,1.0,1,0.0,0.7321,0.7816986654116297,70
419,처치,1,39,41,1661.16,40897,79,0,29,815.5,362,1,0,0,25.790000000000003,5.0,1,35.45,5.0,1,0.0,0.0,0,3.17,1.0,1,0.4605,0.633,0.37500808639398764,71
96,대조,0,47,57,1155.0,408,182,0,48,687.95,249,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.373822613231649,71
420,처치,1,76,89,1907.09,891,30,0,64,1145.81,445,1,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.5085527451454712,72
2043,대조,0,43,46,1258.07,10061,1,0,40,607.79,289,1,0,0,123.4,64.0,1,228.25,10.0,1,29.91,18.0,1,65.94,4.0,1,2.2036,4.0759,0.5095038879128782,72
426,처치,1,155,186,6415.57,858916,1,0,126,2569.33,1159,1,6,2,323.22,129.0,1,623.35,16.0,1,177.38,60.0,1,309.5,8.0,1,5.7718,11.1312,0.9787118153917432,73
56,대조,0,143,158,5143.57,10465,5,0,140,2260.76,858,1,2,1,310.29,110.0,1,732.01,23.0,1,167.79,56.0,1,346.23,13.0,1,5.5409,13.0716,0.9769579788792512,73
443,처치,1,69,78,2010.72,1172,5,0,68,1210.08,739,1,2,3,165.48,115.0,1,277.17,10.0,1,100.92,61.0,1,146.02,5.0,1,2.955,4.9495,0.7180774255997658,74
1826,대조,0,75,82,1531.69,1102,5,0,70,868.69,524,1,0,1,101.68,54.0,1,161.45,13.0,1,28.78,16.0,1,42.12,6.0,1,1.8157,2.883,0.7188144960749902,74
450,처치,1,53,53,1227.44,670,16,0,46,596.95,317,1,0,0,78.42,32.0,1,171.69,6.0,1,44.879999999999995,16.0,1,80.83,2.0,1,1.4004,3.0659,0.5397057884479174,75
266,대조,0,48,49,2401.07,44344,1,0,42,1298.06,562,1,0,2,82.08,29.0,1,135.54,3.0,1,0.0,0.0,0,0.0,0.0,0,1.4657,2.4204,0.5387419540619092,75
451,처치,1,102,118,1810.1,44553,3,0,75,847.22,310,1,0,2,119.06,53.0,1,292.68,21.0,1,60.61,21.0,1,178.71,14.0,1,2.1261,5.2264,0.7272697988699258,76
922,대조,0,87,112,2523.62,120822,1,0,85,1450.89,556,1,0,4,214.53,75.0,1,512.01,22.0,1,102.67,34.0,1,231.14,10.0,1,3.8309,9.143,0.7282801449755053,76
458,처치,1,86,100,1337.42,31886,6,0,85,792.73,503,1,2,4,64.94,21.0,1,102.01,9.0,1,32.61,15.0,1,45.14,5.0,1,1.1596,1.8216,0.6678502723577248,77
785,대조,0,77,83,1769.71,191238,3,0,56,712.47,267,1,0,1,130.31,53.0,1,233.17,14.0,1,22.38,8.0,1,53.99,4.0,1,2.327,4.1638,0.6641652735801837,77
459,처치,1,60,60,944.9,307,12,0,54,381.2,163,1,0,1,24.1,12.0,1,112.87,3.0,1,0.0,0.0,0,0.0,0.0,0,0.4304,2.0155,0.48858408915841256,78
604,대조,0,41,43,1656.83,659,4,0,40,783.35,331,1,0,1,76.15,33.0,1,171.77,5.0,1,32.410000000000004,13.0,1,77.86,3.0,1,1.3598,3.0673,0.4875414854649576,78
460,처치,1,83,101,628.76,41688,1,0,74,266.5,156,1,0,3,38.43,14.0,1,65.99,4.0,1,8.450000000000001,6.0,1,22.52,2.0,1,0.6862,1.1784,0.4342106295806566,79
2430,대조,0,50,52,1679.91,43099,6,0,46,984.98,497,1,2,4,116.6,51.0,1,168.2,6.0,1,73.15,28.0,1,100.37,2.0,1,2.0821,3.0036,0.4334693529550278,79
473,처치,1,46,60,2723.86,220747,17,0,41,1256.46,580,1,0,1,172.02,68.0,1,374.06,7.0,1,108.98,52.0,1,259.93,5.0,1,3.0718,6.6796,0.5981346463601286,80
1668,대조,0,64,78,1879.24,104923,3,0,54,666.4,226,1,0,2,156.14,44.0,1,291.82,11.0,1,41.09,6.0,1,114.79,5.0,1,2.7882,5.2111,0.5944386597112332,80
482,처치,1,42,53,1318.8,3472,42,0,44,715.92,295,1,0,0,36.94,5.0,1,37.82,1.0,1,0.0,0.0,0,0.0,0.0,0,0.6596,0.6754,0.5226036461639578,81
1153,대조,0,51,63,1070.12,576,16,0,55,751.12,354,1,0,1,42.89,13.0,1,64.81,1.0,1,42.89,13.0,1,64.81,1.0,1,0.7659,1.1573,0.522410619096334,81
483,처치,1,71,76,2160.38,1076,6,0,64,1245.07,570,1,0,2,77.09,31.0,1,304.32,12.0,1,46.34,18.0,1,174.75,5.0,1,1.3766,5.4343,0.6879035314022403,82
1695,대조,0,120,139,1087.38,32929,1,0,73,400.79,267,1,0,1,6.49,3.0,1,23.31,9.0,1,6.49,3.0,1,19.74,7.0,1,0.1159,0.4162,0.689464900486876,82
484,처치,1,92,110,2136.68,14763,13,0,82,936.91,415,1,0,2,246.26,102.0,1,486.9,17.0,1,146.89,63.0,1,273.56,8.0,1,4.3975,8.6946,0.7725327153814612,83
195,대조,0,65,83,3749.34,284974,1,0,61,2165.08,1037,1,0,2,59.52,23.0,1,123.61,3.0,1,30.07,10.0,1,87.89,2.0,1,1.0629,2.2073,0.7828626153111283,83
490,처치,1,60,68,3253.89,17197,2,0,63,1697.45,825,1,5,4,129.54,81.0,1,269.67,5.0,1,93.46,56.0,1,204.28,4.0,1,2.3132,4.8155,0.7713091592627973,84
2415,대조,0,92,114,1554.29,709,37,0,88,677.92,256,1,0,1,11.22,7.0,1,56.25,3.0,1,4.49,2.0,1,11.12,1.0,1,0.2004,1.0045,0.7844537738302586,84
502,처치,1,36,49,2067.85,1131,89,0,37,1392.19,594,1,0,0,9.78,3.0,1,24.299999999999997,2.0,1,0.0,0.0,0,0.0,0.0,0,0.1746,0.4339,0.5343561181007948,85
1071,대조,0,58,71,1679.25,1095,9,0,61,698.38,390,1,0,3,33.62,28.0,1,98.32,5.0,1,11.46,10.0,1,51.2,2.0,1,0.6004,1.7557,0.5406880140283369,85
514,처치,1,47,47,1800.62,1007,5,0,46,1398.72,788,1,0,1,148.47,96.0,1,182.79,6.0,1,40.77,40.0,1,49.66,2.0,1,2.6512,3.2641,0.5690189388846449,86
986,대조,0,67,73,1545.68,678,3,0,56,755.8000000000001,326,1,0,2,63.78,24.0,1,124.7,6.0,1,21.79,10.0,1,46.11,2.0,1,1.1389,2.2268,0.56627354594717,86
515,처치,1,33,37,1439.32,816,15,0,35,813.4300000000001,416,1,0,2,63.92,36.0,1,146.97,4.0,1,54.33,22.0,1,98.02,2.0,1,1.1414,2.6245,0.3139911087931251,87
145,대조,0,41,46,1085.17,461,1,0,32,447.65,159,1,0,1,22.48,4.0,1,60.25,2.0,1,22.48,4.0,1,57.75,1.0,1,0.4014,1.0759,0.3124859189128299,87
524,처치,1,62,64,1916.37,7568,27,0,58,1515.66,638,1,0,4,24.1,12.0,1,28.19,3.0,1,2.27,1.0,1,2.27,1.0,1,0.4304,0.5034,0.4606861781116956,88
913,대조,0,58,59,1428.2,19118,36,0,50,919.06,340,1,0,2,25.32,8.0,1,40.95,4.0,1,21.33,7.0,1,28.98,2.0,1,0.4521,0.7313,0.4616408253572805,88
534,처치,1,268,364,1002.65,20680,1,0,222,483.61,343,1,0,2,67.13,40.0,1,149.28,48.0,1,40.34,24.0,1,98.65,32.0,1,1.1988,2.6657,0.9289737377543259,89
1110,대조,0,102,111,4478.16,1128,1,0,90,1062.65,634,1,0,0,220.01,100.0,1,761.39,16.0,1,103.53,40.0,1,371.25,9.0,1,3.9288,13.5962,0.9399551977293765,89
538,처치,1,49,52,3009.9700000000003,27658,6,0,46,1794.28,721,1,0,1,443.21,178.0,1,709.22,9.0,1,176.67,75.0,1,301.95,3.0,1,7.9145,12.6646,0.6781471314104094,90
540,대조,0,59,65,1983.79,52566,4,0,56,1184.05,443,1,0,1,343.91,116.0,1,553.82,13.0,1,233.03,78.0,1,362.26,10.0,1,6.1412,9.8896,0.6810977650211304,90
542,처치,1,92,98,1834.06,77090,10,0,70,832.14,416,1,0,1,123.25,54.0,1,318.59000000000003,13.0,1,88.23,45.0,1,226.03,7.0,1,2.2009,5.6891,0.7464695797394216,91
1269,대조,0,70,85,2197.47,1109,2,0,72,1173.24,520,1,0,2,46.68,27.0,1,143.89,7.0,1,27.25,15.0,1,76.8,4.0,1,0.8336,2.5695,0.746274067812759,91
544,처치,1,81,121,1527.11,14709,3,0,73,825.38,380,1,0,2,3.69,2.0,1,12.03,2.0,1,3.69,2.0,1,9.82,1.0,1,0.0659,0.2148,0.6849804152559491,92
442,대조,0,79,97,1813.68,108315,2,0,67,852.32,465,1,0,2,116.43,51.0,1,353.25,46.0,1,50.82,26.0,1,161.78,23.0,1,2.0791,6.308,0.685256583911945,92
545,처치,1,43,43,2125.47,16271,11,0,41,946.84,464,1,4,2,104.35,53.0,1,226.74,7.0,1,77.82000000000001,40.0,1,169.63,5.0,1,1.8634,4.0489,0.6068443686454688,93
1003,대조,0,45,61,2521.59,1044,5,0,50,1426.35,613,1,0,2,5.0,3.0,1,20.58,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0893,0.3675,0.6157450040964472,93
546,처치,1,97,117,3119.36,224982,8,0,69,901.96,561,1,0,2,84.61,56.0,1,219.64,5.0,1,67.65,40.0,1,143.38,3.0,1,1.5109,3.9221,0.7820602668049165,94
1681,대조,0,72,81,2349.66,85337,1,0,68,1233.77,494,1,0,2,124.77,44.0,1,232.21,8.0,1,81.74,29.0,1,133.29,4.0,1,2.228,4.1466,0.741602550623209,94
562,처치,1,58,61,2403.68,31070,10,0,54,915.24,312,1,0,1,105.4,32.0,1,292.19,10.0,1,45.24,16.0,1,152.23000000000002,7.0,1,1.8821,5.2177,0.6939752170094156,95
462,대조,0,77,82,1279.5,581,5,0,72,722.75,337,1,0,1,60.54,24.0,1,143.73,7.0,1,15.43,5.0,1,46.0,3.0,1,1.0811,2.5666,0.6955575287054976,95
575,처치,1,233,290,9732.5,241840,1,0,222,3427.38,1542,1,0,6,316.8,148.0,1,825.9,30.0,1,108.87,56.0,1,308.13,11.0,1,5.6571,14.7482,0.9707432356686253,96
2385,대조,0,171,289,5835.79,308989,1,0,196,3186.03,1333,1,0,3,37.6,16.0,1,185.63,11.0,1,37.6,16.0,1,181.04,10.0,1,0.6714,3.3148,0.9747088131778612,96
583,처치,1,108,127,2563.83,1029,1,0,82,1243.08,439,1,0,5,219.61,72.0,1,319.0,19.0,1,208.53,69.0,1,273.65,13.0,1,3.9216,5.6964,0.6587567523839294,97
919,대조,0,87,106,1076.96,8326,1,0,69,495.77,322,1,0,1,89.64,56.0,1,154.39,14.0,1,83.3,50.0,1,127.67,8.0,1,1.6007,2.757,0.6610187744392086,97
594,처치,1,71,90,2006.94,38096,11,0,51,893.83,418,1,0,2,52.83,33.0,1,166.07,4.0,1,34.18,17.0,1,93.14,1.0,1,0.9434,2.9655,0.57040938843843,98
730,대조,0,68,69,879.22,351,8,0,65,587.49,243,1,0,1,52.39,31.0,1,89.52,10.0,1,14.98,5.0,1,42.620000000000005,4.0,1,0.9355,1.5986,0.5647082615690594,98
596,처치,1,90,97,2353.43,5369,6,0,65,1081.61,423,1,1,3,124.67,33.0,1,350.65,6.0,1,90.9,24.0,1,266.82,3.0,1,2.2262,6.2616,0.7032685433555322,99
1828,대조,0,75,86,5813.77,10225,17,0,77,2897.01,1062,1,0,6,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.7022550788716714,99
601,처치,1,63,69,4624.53,209296,21,0,52,2121.32,944,1,0,4,131.7,30.0,1,224.55,6.0,1,126.71,29.0,1,213.58,5.0,1,2.3518,4.0098,0.6142546818951846,100
1473,대조,0,78,87,3246.83,1306,5,0,71,1549.21,633,1,0,5,321.03000000000003,123.0,1,586.29,19.0,1,158.77,56.0,1,281.88,9.0,1,5.7327,10.4695,0.6274556880153469,100
607,처치,1,156,213,3175.45,152771,17,0,153,1849.65,1064,1,0,2,0.0,0.0,0,5.99,2.0,1,0.0,0.0,0,5.99,2.0,1,0.0,0.107,0.9411692686168881,101
1988,대조,0,105,147,5823.74,351752,9,0,97,3583.07,1141,1,0,1,629.96,186.0,1,945.41,17.0,1,336.16,103.0,1,503.73,11.0,1,11.2493,16.8823,0.9411785236713515,101
609,처치,1,130,149,1543.93,46266,5,0,99,683.42,345,1,0,3,33.58,17.0,1,82.4,7.0,1,23.61,14.0,1,49.7,3.0,1,0.5996,1.4714,0.7424025912646484,102
1012,대조,0,96,116,2157.73,120116,6,0,86,1089.62,513,1,1,4,28.16,10.0,1,63.06,1.0,1,28.16,10.0,1,63.06,1.0,1,0.5029,1.1261,0.7368610500296843,102
622,처치,1,104,114,1933.78,4524,2,0,84,833.16,300,1,0,4,93.75,32.0,1,174.44,13.0,1,57.98,17.0,1,89.69,6.0,1,1.6741,3.115,0.6678497963530489,103
1374,대조,0,77,88,2439.89,1028,13,0,67,1146.47,442,1,0,3,65.48,25.0,1,162.19,5.0,1,33.5,14.0,1,89.84,3.0,1,1.1693,2.8962,0.662038275690693,103
630,처치,1,151,175,6276.29,781825,8,0,128,3261.14,1576,1,5,5,346.95,150.0,1,545.03,13.0,1,180.38,71.0,1,303.26,6.0,1,6.1955,9.7327,0.9450750324965386,104
184,대조,0,152,199,5470.62,415498,1,0,132,2682.16,870,1,4,5,320.03,127.0,1,736.4,28.0,1,159.98,58.0,1,356.61,16.0,1,5.7148,13.15,0.9431353067869319,104
632,처치,1,67,74,2490.34,99842,9,0,59,1308.66,549,1,0,1,140.32,57.0,1,247.15,4.0,1,140.32,57.0,1,247.15,4.0,1,2.5057,4.4134,0.7372595687393064,105
410,대조,0,97,101,917.96,593,1,0,86,596.84,316,1,0,1,93.47,33.0,1,145.76,15.0,1,34.58,13.0,1,65.04,8.0,1,1.6691,2.6029,0.7165085058115581,105
637,처치,1,71,86,2163.8,6228,2,0,80,1151.12,612,1,0,6,123.4,53.0,1,221.02,14.0,1,94.72,41.0,1,142.07999999999998,8.0,1,2.2036,3.9468,0.5315296973173484,106
39,대조,0,43,51,4175.06,13413,14,0,45,2137.36,860,1,0,4,182.22,80.0,1,433.4,8.0,1,77.95,36.0,1,211.52,3.0,1,3.2539,7.7393,0.5272182724221234,106
639,처치,1,55,67,706.51,357,6,0,47,467.74,178,1,0,0,21.98,12.0,1,53.32,12.0,1,16.990000000000002,9.0,1,43.57,11.0,1,0.3925,0.9521,0.4398667015729997,107
954,대조,0,39,43,1952.45,985,30,0,39,835.46,407,1,2,3,147.69,60.0,1,328.98,6.0,1,52.81,25.0,1,103.81,1.0,1,2.6373,5.8746,0.4389526489165546,107
640,처치,1,77,88,2141.76,91855,114,0,63,1003.19,461,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6464367779573307,108
1499,대조,0,67,73,1672.81,14503,11,0,57,976.56,379,1,0,1,160.28,64.0,1,237.6,10.0,1,64.17999999999999,33.0,1,112.64,7.0,1,2.8621,4.2429,0.6440322438533286,108
642,처치,1,59,63,2181.37,12402,15,0,52,1161.28,408,1,0,6,0.0,0.0,0,26.97,1.0,1,0.0,0.0,0,26.97,1.0,1,0.0,0.4816,0.31497074058496993,109
999,대조,0,37,46,1596.85,780,8,0,38,842.19,366,1,0,3,233.62,84.0,1,461.04,7.0,1,91.93,26.0,1,199.08,4.0,1,4.1718,8.2329,0.3156087758826324,109
646,처치,1,33,39,1541.93,104879,59,0,26,587.8100000000001,292,1,0,0,41.28,17.0,1,68.73,1.0,1,0.0,0.0,0,0.0,0.0,0,0.7371,1.2273,0.3178841706894934,110
1319,대조,0,39,42,911.41,443,16,0,38,561.57,285,1,0,1,42.77,8.0,1,63.85,3.0,1,23.49,1.0,1,23.49,1.0,1,0.7637,1.1402,0.31838459237232664,110
662,처치,1,32,33,1243.58,457,20,0,23,521.99,210,1,0,0,9.33,3.0,1,24.8,3.0,1,0.0,0.0,0,4.99,1.0,1,0.1666,0.4429,0.24381240448657823,111
570,대조,0,26,29,1097.39,445,9,0,28,713.86,270,1,0,1,3.29,1.0,1,7.67,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0588,0.137,0.24231460528357104,111
684,처치,1,85,94,1808.12,35564,1,0,67,885.7,506,1,0,5,75.85,35.0,1,133.88,8.0,1,48.39,27.0,1,87.5,4.0,1,1.3545,2.3907,0.48636860041738156,112
1300,대조,0,47,54,1499.6,95420,2,0,41,803.71,385,1,0,1,305.85,118.0,1,521.84,12.0,1,138.3,51.0,1,176.24,5.0,1,5.4616,9.3186,0.4867485941828154,112
687,처치,1,44,51,2357.98,1051,21,0,46,1439.79,559,1,0,2,374.36,151.0,1,619.22,10.0,1,244.95,93.0,1,385.32,4.0,1,6.685,11.0575,0.5429309546671077,113
1456,대조,0,64,67,1494.12,739,42,0,50,683.17,314,1,0,1,0.0,0.0,0,4.19,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0748,0.5424845450201241,113
691,처치,1,40,41,2010.37,878,73,0,38,1075.36,485,1,0,2,130.35,51.0,1,256.47,6.0,1,123.02,48.0,1,183.84,2.0,1,2.3277,4.5798,0.399811998613451,114
108,대조,0,45,53,2435.17,69412,9,0,44,1294.95,515,1,0,4,49.56,30.0,1,128.51,5.0,1,29.84,17.0,1,83.78999999999999,2.0,1,0.885,2.2948,0.4012566745801828,114
708,처치,1,48,55,2136.6,1000,14,0,48,1299.01,619,1,0,3,155.48000000000002,78.0,1,270.3,6.0,1,56.02,29.0,1,120.51,3.0,1,2.7764,4.8268,0.4757490623220269,115
536,대조,0,67,78,1452.9,4366,5,0,65,868.29,428,1,0,4,12.15,7.0,1,15.34,4.0,1,12.15,7.0,1,12.65,3.0,1,0.217,0.2739,0.4748250498738711,115
720,처치,1,69,74,1390.88,344,7,0,64,716.08,230,1,0,1,33.32,10.0,1,122.92,5.0,1,7.18,2.0,1,51.13,2.0,1,0.595,2.195,0.6597004438030879,116
16,대조,0,84,92,1471.45,81181,5,0,70,516.73,221,1,0,2,4.99,1.0,1,24.05,2.0,1,4.99,1.0,1,14.57,1.0,1,0.0891,0.4295,0.6514219559808924,116
733,처치,1,55,60,1873.37,1232,5,0,53,800.39,425,1,0,1,153.12,72.0,1,348.83,7.0,1,138.19,66.0,1,251.7,4.0,1,2.7343,6.2291,0.643288151198905,117
280,대조,0,69,79,1835.82,88730,2,0,52,1136.79,387,1,0,1,175.74,57.0,1,310.3,17.0,1,70.37,26.0,1,99.12,10.0,1,3.1382,5.5411,0.6438474594245522,117
734,처치,1,57,66,1061.33,28099,4,0,55,692.7,220,1,0,0,119.66,55.0,1,185.39,6.0,1,48.95,21.0,1,56.13,2.0,1,2.1368,3.3105,0.6077934792529721,118
447,대조,0,101,119,1289.21,11824,24,0,92,565.98,344,1,0,4,12.66,6.0,1,65.82000000000001,3.0,1,0.0,0.0,0,0.0,0.0,0,0.2261,1.1754,0.5936085545072486,118
747,처치,1,100,114,986.54,593,9,0,95,598.2,348,1,0,2,59.69,24.0,1,106.4,11.0,1,29.5,13.0,1,65.2,6.0,1,1.0659,1.9,0.6922063686419293,119
216,대조,0,86,94,2097.21,833,3,0,64,643.12,228,1,0,2,161.66,27.0,1,380.81,16.0,1,85.28,18.0,1,217.67,9.0,1,2.8868,6.8002,0.6916641449945554,119
749,처치,1,62,73,1019.43,13208,30,0,59,594.66,298,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.4665950902428429,120
1021,대조,0,73,83,1846.85,809,6,0,36,703.2,297,1,0,1,1.0,1.0,1,128.51,5.0,1,0.0,0.0,0,51.42,3.0,1,0.0179,2.2948,0.4694076198518317,120
760,처치,1,67,70,1872.52,6308,38,0,59,1245.71,398,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6002962419118848,121
1025,대조,0,51,72,2645.48,1479,22,0,56,1333.73,634,1,0,3,326.25,110.0,1,518.92,5.0,1,82.9,29.0,1,132.75,1.0,1,5.8259,9.2664,0.5925578584355694,121
784,처치,1,89,107,2442.98,194387,2,0,78,1059.86,471,1,0,3,82.74000000000001,36.0,1,237.51,10.0,1,72.34,27.0,1,168.38,6.0,1,1.4775,4.2412,0.7416470232866286,122
2057,대조,0,85,99,2461.3,226709,15,0,57,839.22,445,1,1,2,74.37,33.0,1,290.48,11.0,1,26.82,11.0,1,199.2,8.0,1,1.328,5.1871,0.7107770976572415,122
793,처치,1,77,87,1450.51,64174,7,0,56,474.06,209,1,0,0,164.9,59.0,1,258.96,10.0,1,42.31,6.0,1,79.96000000000001,4.0,1,2.9446,4.6243,0.6785555160710872,123
612,대조,0,81,96,2624.2,97824,6,0,65,1080.57,487,1,0,3,178.43,76.0,1,525.99,21.0,1,104.69,45.0,1,292.13,11.0,1,3.1863,9.3927,0.6742751520384251,123
797,처치,1,79,82,2705.75,756,3,0,67,1176.54,347,1,0,4,56.16,20.0,1,151.85,6.0,1,54.16,19.0,1,148.85,5.0,1,1.0029,2.7116,0.6341755646011024,124
1294,대조,0,41,43,3535.93,1586,13,0,40,1835.41,840,1,1,2,274.89,96.0,1,573.5,5.0,1,215.38,76.0,1,451.83,4.0,1,4.9087,10.2411,0.6308741977837795,124
802,처치,1,53,53,1912.44,695,7,0,50,725.88,325,1,0,2,41.59,17.0,1,90.69,1.0,1,41.59,17.0,1,90.69,1.0,1,0.7427,1.6195,0.5482777235266769,125
302,대조,0,67,72,1508.62,10976,18,0,49,822.72,258,1,0,1,73.22,30.0,1,157.51,14.0,1,19.14,7.0,1,32.980000000000004,3.0,1,1.3075,2.8127,0.5480291744956244,125
812,처치,1,62,87,1010.46,540,17,0,33,620.48,253,1,0,2,26.52,12.0,1,43.87,4.0,1,7.25,3.0,1,19.45,2.0,1,0.4736,0.7834,0.23735348216900318,126
861,대조,0,22,29,1229.95,423,41,0,27,944.24,323,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.23449670922634616,126
823,처치,1,80,94,2070.68,92689,8,0,50,698.1,302,1,0,1,19.35,6.0,1,144.64,10.0,1,4.58,2.0,1,47.08,5.0,1,0.3455,2.5829,0.6406638494672743,127
924,대조,0,77,78,1858.54,698,2,0,70,1012.65,337,1,0,3,121.1,35.0,1,196.34,6.0,1,94.3,26.0,1,133.04,4.0,1,2.1625,3.5061,0.6421151026738237,127
850,처치,1,78,85,984.78,5863,2,0,66,548.49,255,1,0,2,104.24,35.0,1,144.2,7.0,1,21.24,6.0,1,33.3,2.0,1,1.8614,2.575,0.5457789933751136,128
1963,대조,0,41,42,1971.14,5363,21,0,38,1135.39,438,1,4,2,61.79,30.0,1,102.9,1.0,1,61.79,30.0,1,102.9,1.0,1,1.1034,1.8375,0.5473806216138756,128
857,처치,1,34,36,3117.68,1405,2,0,34,1346.07,558,1,0,3,205.93,57.0,1,454.1,4.0,1,57.96,23.0,1,141.78,1.0,1,3.6773,8.1089,0.4212484527686069,129
1798,대조,0,31,35,1979.82,975,6,0,32,1196.54,562,1,0,1,237.2,91.0,1,367.15,5.0,1,237.2,91.0,1,367.15,5.0,1,4.2357,6.5562,0.4191804774656726,129
873,처치,1,72,96,2458.08,143393,16,0,74,1252.01,875,1,0,3,256.07,132.0,1,471.4,16.0,1,191.29,94.0,1,336.89,9.0,1,4.5727,8.4179,0.702143744420393,130
1912,대조,0,81,85,2031.94,1323,16,0,70,821.15,356,1,0,2,34.25,10.0,1,103.91,4.0,1,8.18,4.0,1,40.01,1.0,1,0.6116,1.8555,0.7019473252616596,130
877,처치,1,45,49,2678.86,71885,2,0,40,1310.9,536,1,8,3,112.03,37.0,1,260.48,8.0,1,30.15,12.0,1,97.78,5.0,1,2.0005,4.6514,0.6461465091959985,131
479,대조,0,116,164,1660.3,974,37,0,65,726.5,334,1,0,2,40.75,20.0,1,53.41,7.0,1,0.0,0.0,0,0.0,0.0,0,0.7277,0.9538,0.6293040267712892,131
879,처치,1,60,68,1887.03,167439,4,0,56,757.08,298,1,0,0,137.7,48.0,1,348.87,16.0,1,78.94,30.0,1,200.76,8.0,1,2.4589,6.2298,0.730948493004243,132
1120,대조,0,67,79,1627.14,16154,9,0,66,713.92,344,1,0,1,27.46,18.0,1,55.25,5.0,1,23.79,15.0,1,51.58,4.0,1,0.4904,0.9866,0.7013432252466373,132
885,처치,1,48,59,1599.81,36207,32,0,30,685.72,301,1,0,0,36.45,14.0,1,60.29,4.0,1,5.99,1.0,1,5.99,1.0,1,0.6509,1.0766,0.39858747489747715,133
1993,대조,0,57,63,1111.62,50781,7,0,40,438.15,213,1,0,1,58.53,22.0,1,110.37,11.0,1,27.48,12.0,1,49.8,6.0,1,1.0452,1.9709,0.396905712915909,133
907,처치,1,63,69,1481.75,769,15,0,59,726.19,395,1,0,2,82.42,33.0,1,152.46,11.0,1,14.09,8.0,1,53.05,3.0,1,1.4718,2.7225,0.5602765256130882,134
2336,대조,0,57,61,1861.1,1136,7,0,52,1107.39,489,1,0,2,124.41,57.0,1,240.56,9.0,1,97.29,41.0,1,173.17,3.0,1,2.2216,4.2957,0.5620792042679789,134
911,처치,1,59,61,2921.5,75780,1,0,52,1680.9,752,1,1,2,240.08,118.0,1,405.11,7.0,1,121.17,68.0,1,230.29,5.0,1,4.2871,7.2341,0.726139938392734,135
1622,대조,0,75,88,2976.19,87642,15,0,67,1360.21,639,1,0,3,179.36,80.0,1,523.47,10.0,1,69.75,29.0,1,214.62,5.0,1,3.2029,9.3477,0.6998529788613591,135
915,처치,1,82,86,741.76,444,1,0,75,337.79,169,1,0,1,55.36,36.0,1,110.07,16.0,1,33.47,21.0,1,71.65,8.0,1,0.9886,1.9655,0.6150642660474103,136
140,대조,0,93,135,1679.62,905,4,0,71,796.01,433,1,0,3,0.0,0.0,0,20.23,3.0,1,0.0,0.0,0,6.220000000000001,2.0,1,0.0,0.3612,0.6277988795546778,136
927,처치,1,34,39,1370.93,631,13,0,36,722.1,320,1,0,0,2.5,1.0,1,2.5,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0446,0.0446,0.4510064971907218,137
2372,대조,0,43,46,2227.52,23382,1,0,36,1203.45,499,1,0,2,289.96000000000004,77.0,1,445.75,15.0,1,136.05,49.0,1,219.67,7.0,1,5.1779,7.9598,0.45029850307985947,137
938,처치,1,23,23,1590.0,10284,27,0,17,705.72,246,1,0,1,8.129999999999999,5.0,1,57.36,3.0,1,7.63,4.0,1,50.74,2.0,1,0.1452,1.0243,0.14567199767190456,138
