household_key,group,treatment,pre_active_days,pre_baskets,pre_sales,pre_quantity,recency,no_pre_purchase,pre_target_baskets,pre_target_sales,pre_target_quantity,pre_target_purchase,pre_coupon_redemptions,pre_campaign_count,target_sales,target_quantity,target_purchase,total_sales,baskets,any_purchase,target_sales_first30,target_quantity_first30,target_purchase_first30,total_sales_first30,baskets_first30,any_purchase_first30,target_sales_per_day,total_sales_per_day,p_score
403,대조,0,39,39,815.59,277,16,0,37,665.25,202,1,0,1,32.66,11.0,1,98.97,7.0,1,11.88,5.0,1,65.84,4.0,1,0.5832,1.7673,0.2857713833421822
405,처치,1,80,86,3245.74,507412,9,0,39,1132.49,681,1,0,2,75.08,49.0,1,212.13,6.0,1,15.83,12.0,1,85.23,3.0,1,1.3407,3.788,0.5592425361300245
410,대조,0,97,101,917.96,593,1,0,86,596.84,316,1,0,1,93.47,33.0,1,145.76,15.0,1,34.58,13.0,1,65.04,8.0,1,1.6691,2.6029,0.7165085058115581
412,처치,1,78,85,1922.49,8874,5,0,78,1210.43,730,1,4,2,96.49,57.0,1,253.47,10.0,1,52.41,30.0,1,118.38,3.0,1,1.723,4.5262,0.8333652850192322
414,처치,1,85,122,2073.61,57371,4,0,95,919.43,403,1,0,3,94.24,41.0,1,211.32,16.0,1,76.07000000000001,33.0,1,147.44,10.0,1,1.6829,3.7736,0.7772511437771311
419,처치,1,39,41,1661.16,40897,79,0,29,815.5,362,1,0,0,25.790000000000003,5.0,1,35.45,5.0,1,0.0,0.0,0,3.17,1.0,1,0.4605,0.633,0.37500808639398764
420,처치,1,76,89,1907.09,891,30,0,64,1145.81,445,1,0,4,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.5085527451454712
426,처치,1,155,186,6415.57,858916,1,0,126,2569.33,1159,1,6,2,323.22,129.0,1,623.35,16.0,1,177.38,60.0,1,309.5,8.0,1,5.7718,11.1312,0.9787118153917432
430,대조,0,56,70,1022.06,7873,1,0,47,484.84,190,1,0,1,226.23,78.0,1,520.96,17.0,1,119.4,42.0,1,249.36,12.0,1,4.0398,9.3029,0.47152435205736265
432,대조,0,161,187,2684.6,50262,2,0,131,1108.45,531,1,0,2,159.48,73.0,1,302.07,29.0,1,80.13,45.0,1,141.74,12.0,1,2.8479,5.3941,0.9185602296012779
433,대조,0,55,62,759.21,420,9,0,50,461.53,213,1,0,2,49.33,15.0,1,77.62,6.0,1,18.55,7.0,1,32.32,4.0,1,0.8809,1.3861,0.3420296310763105
439,대조,0,27,32,502.44,181,3,0,19,172.13,76,1,0,1,12.89,8.0,1,44.16,3.0,1,1.67,1.0,1,8.0,1.0,1,0.2302,0.7886,0.07627219717296256
441,대조,0,61,61,1999.27,935,2,0,59,878.77,402,1,0,1,73.78,26.0,1,166.45000000000002,6.0,1,41.38,13.0,1,62.8,3.0,1,1.3175,2.9723,0.7083544889438935
442,대조,0,79,97,1813.68,108315,2,0,67,852.32,465,1,0,2,116.43,51.0,1,353.25,46.0,1,50.82,26.0,1,161.78,23.0,1,2.0791,6.308,0.685256583911945
443,처치,1,69,78,2010.72,1172,5,0,68,1210.08,739,1,2,3,165.48,115.0,1,277.17,10.0,1,100.92,61.0,1,146.02,5.0,1,2.955,4.9495,0.7180774255997658
447,대조,0,101,119,1289.21,11824,24,0,92,565.98,344,1,0,4,12.66,6.0,1,65.82000000000001,3.0,1,0.0,0.0,0,0.0,0.0,0,0.2261,1.1754,0.5936085545072486
450,처치,1,53,53,1227.44,670,16,0,46,596.95,317,1,0,0,78.42,32.0,1,171.69,6.0,1,44.879999999999995,16.0,1,80.83,2.0,1,1.4004,3.0659,0.5397057884479174
451,처치,1,102,118,1810.1,44553,3,0,75,847.22,310,1,0,2,119.06,53.0,1,292.68,21.0,1,60.61,21.0,1,178.71,14.0,1,2.1261,5.2264,0.7272697988699258
458,처치,1,86,100,1337.42,31886,6,0,85,792.73,503,1,2,4,64.94,21.0,1,102.01,9.0,1,32.61,15.0,1,45.14,5.0,1,1.1596,1.8216,0.6678502723577248
459,처치,1,60,60,944.9,307,12,0,54,381.2,163,1,0,1,24.1,12.0,1,112.87,3.0,1,0.0,0.0,0,0.0,0.0,0,0.4304,2.0155,0.48858408915841256
460,처치,1,83,101,628.76,41688,1,0,74,266.5,156,1,0,3,38.43,14.0,1,65.99,4.0,1,8.450000000000001,6.0,1,22.52,2.0,1,0.6862,1.1784,0.4342106295806566
462,대조,0,77,82,1279.5,581,5,0,72,722.75,337,1,0,1,60.54,24.0,1,143.73,7.0,1,15.43,5.0,1,46.0,3.0,1,1.0811,2.5666,0.6955575287054976
463,처치,1,323,491,4819.99,426773,1,0,369,2577.42,968,1,0,3,257.3,109.0,1,521.15,56.0,1,159.73000000000002,60.0,1,318.23,35.0,1,4.5946,9.3062,0.9909262846570949
468,처치,1,202,260,3924.64,16597,2,0,175,1658.49,676,1,0,6,329.49,107.0,1,863.5600000000001,35.0,1,188.15,64.0,1,336.23,15.0,1,5.8838,15.4207,0.8999395195070836
473,처치,1,46,60,2723.86,220747,17,0,41,1256.46,580,1,0,1,172.02,68.0,1,374.06,7.0,1,108.98,52.0,1,259.93,5.0,1,3.0718,6.6796,0.5981346463601286
475,대조,0,30,31,1184.42,596,65,0,24,628.42,274,1,0,1,74.43,21.0,1,184.82,8.0,1,52.38,14.0,1,106.89,5.0,1,1.3291,3.3004,0.18967505535984647
479,대조,0,116,164,1660.3,974,37,0,65,726.5,334,1,0,2,40.75,20.0,1,53.41,7.0,1,0.0,0.0,0,0.0,0.0,0,0.7277,0.9538,0.6293040267712892
480,대조,0,68,80,3217.36,222919,1,0,52,1464.45,697,1,0,4,152.24,62.0,1,375.94,10.0,1,73.81,30.0,1,218.18,7.0,1,2.7186,6.7132,0.5691360463899783
481,대조,0,40,43,1756.33,877,88,0,36,903.74,404,1,0,1,20.11,11.0,1,76.82,3.0,1,9.67,6.0,1,43.77,1.0,1,0.3591,1.3718,0.41272939527080715
482,처치,1,42,53,1318.8,3472,42,0,44,715.92,295,1,0,0,36.94,5.0,1,37.82,1.0,1,0.0,0.0,0,0.0,0.0,0,0.6596,0.6754,0.5226036461639578
483,처치,1,71,76,2160.38,1076,6,0,64,1245.07,570,1,0,2,77.09,31.0,1,304.32,12.0,1,46.34,18.0,1,174.75,5.0,1,1.3766,5.4343,0.6879035314022403
484,처치,1,92,110,2136.68,14763,13,0,82,936.91,415,1,0,2,246.26,102.0,1,486.9,17.0,1,146.89,63.0,1,273.56,8.0,1,4.3975,8.6946,0.7725327153814612
490,처치,1,60,68,3253.89,17197,2,0,63,1697.45,825,1,5,4,129.54,81.0,1,269.67,5.0,1,93.46,56.0,1,204.28,4.0,1,2.3132,4.8155,0.7713091592627973
502,처치,1,36,49,2067.85,1131,89,0,37,1392.19,594,1,0,0,9.78,3.0,1,24.299999999999997,2.0,1,0.0,0.0,0,0.0,0.0,0,0.1746,0.4339,0.5343561181007948
507,대조,0,54,59,1306.36,35595,18,0,32,485.89,241,1,0,1,4.0,2.0,1,19.47,3.0,1,4.0,2.0,1,9.0,1.0,1,0.0714,0.3477,0.3248552618621751
508,대조,0,40,46,908.16,369,55,0,27,336.19,138,1,0,1,67.83,34.0,1,170.65,6.0,1,26.48,10.0,1,54.23,3.0,1,1.2112,3.0473,0.1901496664881009
514,처치,1,47,47,1800.62,1007,5,0,46,1398.72,788,1,0,1,148.47,96.0,1,182.79,6.0,1,40.77,40.0,1,49.66,2.0,1,2.6512,3.2641,0.5690189388846449
515,처치,1,33,37,1439.32,816,15,0,35,813.4300000000001,416,1,0,2,63.92,36.0,1,146.97,4.0,1,54.33,22.0,1,98.02,2.0,1,1.1414,2.6245,0.3139911087931251
519,대조,0,28,28,776.61,327,45,0,24,374.22,156,1,0,1,4.45,3.0,1,30.48,3.0,1,4.45,3.0,1,23.52,1.0,1,0.0795,0.5443,0.13900135992223298
520,처치,1,84,92,1737.26,4680,16,0,79,962.81,452,1,0,0,97.99,41.0,1,193.9,10.0,1,86.74000000000001,36.0,1,169.29,7.0,1,1.7498,3.4625,0.8189880767021812
523,처치,1,163,184,3658.76,243213,3,0,154,1483.51,736,1,0,1,446.51,187.0,1,1389.21,61.0,1,318.65000000000003,133.0,1,941.37,42.0,1,7.9734,24.8073,0.9635336954418036
524,처치,1,62,64,1916.37,7568,27,0,58,1515.66,638,1,0,4,24.1,12.0,1,28.19,3.0,1,2.27,1.0,1,2.27,1.0,1,0.4304,0.5034,0.4606861781116956
529,대조,0,43,55,1781.02,939,68,0,45,1097.53,495,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.45382088078623867
530,대조,0,45,46,1293.64,6185,2,0,38,638.47,220,1,0,1,67.88,27.0,1,136.2,5.0,1,58.89,26.0,1,127.21,4.0,1,1.2121,2.4321,0.41652746340453545
533,대조,0,49,53,2288.73,1123,17,0,48,1311.89,556,1,0,2,163.59,54.0,1,257.54,7.0,1,90.08,31.0,1,134.27,4.0,1,2.9212,4.5989,0.5589423986241868
534,처치,1,268,364,1002.65,20680,1,0,222,483.61,343,1,0,2,67.13,40.0,1,149.28,48.0,1,40.34,24.0,1,98.65,32.0,1,1.1988,2.6657,0.9289737377543259
536,대조,0,67,78,1452.9,4366,5,0,65,868.29,428,1,0,4,12.15,7.0,1,15.34,4.0,1,12.15,7.0,1,12.65,3.0,1,0.217,0.2739,0.4748250498738711
537,대조,0,34,37,1199.86,438,24,0,34,574.78,230,1,0,1,41.7,15.0,1,119.45,4.0,1,9.28,3.0,1,41.59,1.0,1,0.7446,2.133,0.3224437239921863
538,처치,1,49,52,3009.9700000000003,27658,6,0,46,1794.28,721,1,0,1,443.21,178.0,1,709.22,9.0,1,176.67,75.0,1,301.95,3.0,1,7.9145,12.6646,0.6781471314104094
540,대조,0,59,65,1983.79,52566,4,0,56,1184.05,443,1,0,1,343.91,116.0,1,553.82,13.0,1,233.03,78.0,1,362.26,10.0,1,6.1412,9.8896,0.6810977650211304
542,처치,1,92,98,1834.06,77090,10,0,70,832.14,416,1,0,1,123.25,54.0,1,318.59000000000003,13.0,1,88.23,45.0,1,226.03,7.0,1,2.2009,5.6891,0.7464695797394216
544,처치,1,81,121,1527.11,14709,3,0,73,825.38,380,1,0,2,3.69,2.0,1,12.03,2.0,1,3.69,2.0,1,9.82,1.0,1,0.0659,0.2148,0.6849804152559491
545,처치,1,43,43,2125.47,16271,11,0,41,946.84,464,1,4,2,104.35,53.0,1,226.74,7.0,1,77.82000000000001,40.0,1,169.63,5.0,1,1.8634,4.0489,0.6068443686454688
546,처치,1,97,117,3119.36,224982,8,0,69,901.96,561,1,0,2,84.61,56.0,1,219.64,5.0,1,67.65,40.0,1,143.38,3.0,1,1.5109,3.9221,0.7820602668049165
549,처치,1,67,87,2070.45,864,8,0,73,1085.3,384,1,0,0,14.57,5.0,1,28.66,2.0,1,0.0,0.0,0,0.0,0.0,0,0.2602,0.5118,0.8258136021661069
562,처치,1,58,61,2403.68,31070,10,0,54,915.24,312,1,0,1,105.4,32.0,1,292.19,10.0,1,45.24,16.0,1,152.23000000000002,7.0,1,1.8821,5.2177,0.6939752170094156
563,대조,0,50,62,2118.23,114217,6,0,42,836.19,383,1,0,1,71.76,42.0,1,200.07,5.0,1,26.09,15.0,1,91.1,2.0,1,1.2814,3.5727,0.5664593723352457
566,대조,0,91,142,1169.11,61223,71,0,52,384.64,180,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.5087266223326466
567,대조,0,176,207,2292.56,25005,1,0,127,903.39,409,1,0,3,201.55,80.0,1,450.17,26.0,1,123.94,48.0,1,275.64,16.0,1,3.5991,8.0388,0.8772183336324838
570,대조,0,26,29,1097.39,445,9,0,28,713.86,270,1,0,1,3.29,1.0,1,7.67,1.0,1,0.0,0.0,0,0.0,0.0,0,0.0588,0.137,0.24231460528357104
572,대조,0,33,45,903.15,3356,71,0,36,509.17,269,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.2262211896631776
573,대조,0,93,96,3039.1,100055,4,0,76,1354.86,486,1,3,3,29.15,9.0,1,52.58,4.0,1,15.08,6.0,1,34.52,2.0,1,0.5205,0.9389,0.8374231011157094
575,처치,1,233,290,9732.5,241840,1,0,222,3427.38,1542,1,0,6,316.8,148.0,1,825.9,30.0,1,108.87,56.0,1,308.13,11.0,1,5.6571,14.7482,0.9707432356686253
577,대조,0,29,31,3360.43,1217,7,0,27,1471.27,544,1,1,1,141.52,58.0,1,538.83,4.0,1,104.27,39.0,1,312.47,2.0,1,2.5271,9.622,0.5171806457752365
578,처치,1,81,90,2058.06,15662,1,0,75,1132.76,374,1,0,1,130.86,32.0,1,241.15,9.0,1,87.10000000000001,13.0,1,125.88,5.0,1,2.3368,4.3062,0.8029194285165752
580,대조,0,67,71,1009.4,7436,6,0,41,244.78,109,1,0,2,36.51,20.0,1,133.13,12.0,1,14.65,9.0,1,71.15,6.0,1,0.652,2.3773,0.32517635274299916
581,대조,0,105,122,4516.32,18917,4,0,107,1909.65,1020,1,1,3,145.53,63.0,1,280.0,13.0,1,68.07000000000001,31.0,1,148.64,6.0,1,2.5988,5.0,0.9181506491712307
582,처치,1,107,114,4031.97,76690,3,0,93,1606.98,546,1,0,2,296.42,68.0,1,562.14,12.0,1,114.66,30.0,1,279.18,8.0,1,5.2932,10.0382,0.891938136151133
583,처치,1,108,127,2563.83,1029,1,0,82,1243.08,439,1,0,5,219.61,72.0,1,319.0,19.0,1,208.53,69.0,1,273.65,13.0,1,3.9216,5.6964,0.6587567523839294
584,대조,0,44,56,1098.3,119873,52,0,40,542.35,132,1,0,1,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.3672946871746472
594,처치,1,71,90,2006.94,38096,11,0,51,893.83,418,1,0,2,52.83,33.0,1,166.07,4.0,1,34.18,17.0,1,93.14,1.0,1,0.9434,2.9655,0.57040938843843
595,처치,1,109,126,2077.53,1008,2,0,110,962.7,441,1,0,4,100.61,41.0,1,197.51,14.0,1,35.99,13.0,1,78.87,9.0,1,1.7966,3.527,0.7809987155246729
596,처치,1,90,97,2353.43,5369,6,0,65,1081.61,423,1,1,3,124.67,33.0,1,350.65,6.0,1,90.9,24.0,1,266.82,3.0,1,2.2262,6.2616,0.7032685433555322
598,처치,1,135,173,2500.61,52079,6,0,133,1272.37,597,1,0,5,253.65,117.0,1,462.18,21.0,1,157.37,74.0,1,296.19,14.0,1,4.5295,8.2532,0.814953921209939
601,처치,1,63,69,4624.53,209296,21,0,52,2121.32,944,1,0,4,131.7,30.0,1,224.55,6.0,1,126.71,29.0,1,213.58,5.0,1,2.3518,4.0098,0.6142546818951846
603,처치,1,114,165,3157.52,239307,102,0,108,1495.82,647,1,0,4,0.0,0.0,0,11.05,5.0,1,0.0,0.0,0,8.05,4.0,1,0.0,0.1973,0.8078666318585087
604,대조,0,41,43,1656.83,659,4,0,40,783.35,331,1,0,1,76.15,33.0,1,171.77,5.0,1,32.410000000000004,13.0,1,77.86,3.0,1,1.3598,3.0673,0.4875414854649576
607,처치,1,156,213,3175.45,152771,17,0,153,1849.65,1064,1,0,2,0.0,0.0,0,5.99,2.0,1,0.0,0.0,0,5.99,2.0,1,0.0,0.107,0.9411692686168881
609,처치,1,130,149,1543.93,46266,5,0,99,683.42,345,1,0,3,33.58,17.0,1,82.4,7.0,1,23.61,14.0,1,49.7,3.0,1,0.5996,1.4714,0.7424025912646484
612,대조,0,81,96,2624.2,97824,6,0,65,1080.57,487,1,0,3,178.43,76.0,1,525.99,21.0,1,104.69,45.0,1,292.13,11.0,1,3.1863,9.3927,0.6742751520384251
621,처치,1,100,102,2304.0,842,2,0,92,1144.48,377,1,0,1,179.5,59.0,1,399.66,20.0,1,81.66,27.0,1,205.03,11.0,1,3.2054,7.1368,0.866658429822129
622,처치,1,104,114,1933.78,4524,2,0,84,833.16,300,1,0,4,93.75,32.0,1,174.44,13.0,1,57.98,17.0,1,89.69,6.0,1,1.6741,3.115,0.6678497963530489
624,처치,1,111,128,4437.42,216325,3,0,83,2131.96,1118,1,0,4,436.26,185.0,1,870.66,15.0,1,197.34,81.0,1,409.09,8.0,1,7.7904,15.5475,0.8064256470042148
630,처치,1,151,175,6276.29,781825,8,0,128,3261.14,1576,1,5,5,346.95,150.0,1,545.03,13.0,1,180.38,71.0,1,303.26,6.0,1,6.1955,9.7327,0.9450750324965386
631,처치,1,315,397,7387.6,675898,2,0,258,2952.18,1335,1,0,4,398.07,175.0,1,1008.2,43.0,1,124.23,67.0,1,379.77,19.0,1,7.1084,18.0036,0.9836066051037593
632,처치,1,67,74,2490.34,99842,9,0,59,1308.66,549,1,0,1,140.32,57.0,1,247.15,4.0,1,140.32,57.0,1,247.15,4.0,1,2.5057,4.4134,0.7372595687393064
633,처치,1,100,135,4382.9800000000005,187883,2,0,96,2310.33,721,1,0,1,281.75,78.0,1,528.2,16.0,1,87.49,29.0,1,233.5,11.0,1,5.0312,9.4321,0.9280010706586617
634,대조,0,34,35,1555.15,620,118,0,27,754.75,271,1,0,3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.17028538231277535
635,대조,0,29,31,311.88,140,148,0,29,273.94,118,1,0,1,8.969999999999999,3.0,1,8.969999999999999,1.0,1,0.0,0.0,0,0.0,0.0,0,0.1602,0.1602,0.0850990532008997
637,처치,1,71,86,2163.8,6228,2,0,80,1151.12,612,1,0,6,123.4,53.0,1,221.02,14.0,1,94.72,41.0,1,142.07999999999998,8.0,1,2.2036,3.9468,0.5315296973173484
639,처치,1,55,67,706.51,357,6,0,47,467.74,178,1,0,0,21.98,12.0,1,53.32,12.0,1,16.990000000000002,9.0,1,43.57,11.0,1,0.3925,0.9521,0.4398667015729997
640,처치,1,77,88,2141.76,91855,114,0,63,1003.19,461,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6464367779573307
642,처치,1,59,63,2181.37,12402,15,0,52,1161.28,408,1,0,6,0.0,0.0,0,26.97,1.0,1,0.0,0.0,0,26.97,1.0,1,0.0,0.4816,0.31497074058496993
646,처치,1,33,39,1541.93,104879,59,0,26,587.8100000000001,292,1,0,0,41.28,17.0,1,68.73,1.0,1,0.0,0.0,0,0.0,0.0,0,0.7371,1.2273,0.3178841706894934
650,대조,0,64,71,1345.93,673,51,0,62,633.04,289,1,1,4,8.45,3.0,1,10.45,2.0,1,6.66,2.0,1,6.66,1.0,1,0.1509,0.1866,0.46206088024615766
654,대조,0,97,107,1694.24,872,4,0,96,818.96,430,1,0,2,158.76,73.0,1,382.65,24.0,1,134.42000000000002,60.0,1,268.71,13.0,1,2.835,6.833,0.7957498426031027
662,처치,1,32,33,1243.58,457,20,0,23,521.99,210,1,0,0,9.33,3.0,1,24.8,3.0,1,0.0,0.0,0,4.99,1.0,1,0.1666,0.4429,0.24381240448657823
665,대조,0,30,31,583.51,272,32,0,19,195.46,73,1,0,1,3.49,1.0,1,39.66,2.0,1,3.49,1.0,1,15.63,1.0,1,0.0623,0.7082,0.07733697265378676
671,처치,1,93,106,4432.19,399990,9,0,69,1636.09,719,1,0,2,104.62,62.0,1,430.44,12.0,1,17.37,13.0,1,53.849999999999994,3.0,1,1.8682,7.6864,0.8302080148197535
672,대조,0,82,89,1870.85,58319,2,0,74,964.76,490,1,0,1,136.24,81.0,1,247.74,12.0,1,35.36,21.0,1,66.07000000000001,6.0,1,2.4329,4.4239,0.7805423010019827
675,대조,0,123,166,3552.2200000000003,189675,1,0,94,1534.45,584,1,0,3,193.42,69.0,1,420.52,20.0,1,98.49,35.0,1,184.73,9.0,1,3.4539,7.5093,0.8573435371960513
680,처치,1,68,78,2846.04,1643,1,0,64,1385.58,652,1,2,2,108.76,50.0,1,243.77,8.0,1,81.77,37.0,1,188.86,6.0,1,1.9421,4.353,0.815564669962838
681,대조,0,53,53,2218.29,24655,1,0,41,955.25,348,1,3,5,127.3,43.0,1,218.0,6.0,1,83.27,27.0,1,136.08,4.0,1,2.2732,3.8929,0.4160990752257014
682,처치,1,159,217,4438.29,498949,18,0,153,1778.01,852,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.9559295735785789
684,처치,1,85,94,1808.12,35564,1,0,67,885.7,506,1,0,5,75.85,35.0,1,133.88,8.0,1,48.39,27.0,1,87.5,4.0,1,1.3545,2.3907,0.48636860041738156
685,처치,1,148,164,4646.93,41272,1,0,112,1770.05,635,1,0,1,274.01,88.0,1,555.36,19.0,1,149.77,50.0,1,304.03000000000003,9.0,1,4.893,9.9171,0.9493873893357774
687,처치,1,44,51,2357.98,1051,21,0,46,1439.79,559,1,0,2,374.36,151.0,1,619.22,10.0,1,244.95,93.0,1,385.32,4.0,1,6.685,11.0575,0.5429309546671077
688,대조,0,26,26,2870.63,968,21,0,26,1559.3,490,1,0,3,126.88,43.0,1,219.9,1.0,1,0.0,0.0,0,0.0,0.0,0,2.2657,3.9268,0.26636335505930003
690,처치,1,172,228,4220.72,173852,15,0,132,1385.43,539,1,0,3,71.27,28.0,1,212.12,18.0,1,50.14,20.0,1,155.02,8.0,1,1.2727,3.7879,0.9230621321720335
691,처치,1,40,41,2010.37,878,73,0,38,1075.36,485,1,0,2,130.35,51.0,1,256.47,6.0,1,123.02,48.0,1,183.84,2.0,1,2.3277,4.5798,0.399811998613451
692,처치,1,86,97,2986.26,140230,10,0,79,1207.39,561,1,1,3,196.48,89.0,1,469.98,15.0,1,106.28,45.0,1,249.66,8.0,1,3.5086,8.3925,0.80478809447147
694,대조,0,106,133,1512.14,660,88,0,108,548.65,278,1,0,2,30.06,15.0,1,125.8,7.0,1,14.76,6.0,1,75.87,4.0,1,0.5368,2.2464,0.7900066698620383
696,처치,1,200,255,11645.96,711795,1,0,178,4669.39,1925,1,4,1,502.29,194.0,1,1275.33,33.0,1,171.8,58.0,1,513.31,15.0,1,8.9695,22.7738,0.9945552104598562
698,대조,0,92,112,936.64,17474,19,0,44,375.34,152,1,0,3,50.46,21.0,1,116.66,8.0,1,24.1,8.0,1,32.81,3.0,1,0.9011,2.0832,0.27204890798795744
700,대조,0,25,28,1868.8,15060,83,0,22,971.87,334,1,0,2,108.03,28.0,1,243.26,2.0,1,0.0,0.0,0,0.0,0.0,0,1.9291,4.3439,0.18317030486405017
702,처치,1,194,231,6392.89,338180,5,0,181,3330.64,1355,1,4,3,360.2,151.0,1,644.26,20.0,1,157.82,69.0,1,272.13,10.0,1,6.4321,11.5046,0.9829486798879559
708,처치,1,48,55,2136.6,1000,14,0,48,1299.01,619,1,0,3,155.48000000000002,78.0,1,270.3,6.0,1,56.02,29.0,1,120.51,3.0,1,2.7764,4.8268,0.4757490623220269
714,처치,1,187,234,3054.83,1893,3,0,193,1839.27,944,1,0,4,454.29,199.0,1,660.71,26.0,1,158.89,77.0,1,204.06,14.0,1,8.1123,11.7984,0.9367097462269611
715,처치,1,103,135,2770.53,29847,2,0,91,1142.6,616,1,0,2,200.7,85.0,1,385.64,21.0,1,160.45,60.0,1,279.91,14.0,1,3.5839,6.8864,0.8524140503976049
716,대조,0,66,71,1123.98,19050,2,0,61,780.58,356,1,2,1,25.27,8.0,1,33.74,2.0,1,0.0,0.0,0,0.0,0.0,0,0.4512,0.6025,0.6905912152856685
720,처치,1,69,74,1390.88,344,7,0,64,716.08,230,1,0,1,33.32,10.0,1,122.92,5.0,1,7.18,2.0,1,51.13,2.0,1,0.595,2.195,0.6597004438030879
722,처치,1,91,97,4904.37,95002,5,0,85,3267.53,1513,1,0,3,437.22,252.0,1,779.99,16.0,1,221.13,121.0,1,419.87,9.0,1,7.8075,13.9284,0.858919702494915
725,처치,1,100,110,3962.91,2745,4,0,102,2237.0,1258,1,5,4,258.6,117.0,1,433.22,9.0,1,153.16,63.0,1,238.22,6.0,1,4.6179,7.7361,0.9080681020168655
729,대조,0,22,23,948.41,418,77,0,20,549.33,239,1,0,1,71.42,14.0,1,176.96,4.0,1,6.1,4.0,1,13.09,1.0,1,1.2754,3.16,0.11815078723626943
730,대조,0,68,69,879.22,351,8,0,65,587.49,243,1,0,1,52.39,31.0,1,89.52,10.0,1,14.98,5.0,1,42.620000000000005,4.0,1,0.9355,1.5986,0.5647082615690594
731,처치,1,137,210,2692.29,189237,16,0,114,1096.2,442,1,0,3,79.67,31.0,1,279.69,13.0,1,44.31,17.0,1,160.25,5.0,1,1.4227,4.9945,0.8571321077533397
733,처치,1,55,60,1873.37,1232,5,0,53,800.39,425,1,0,1,153.12,72.0,1,348.83,7.0,1,138.19,66.0,1,251.7,4.0,1,2.7343,6.2291,0.643288151198905
734,처치,1,57,66,1061.33,28099,4,0,55,692.7,220,1,0,0,119.66,55.0,1,185.39,6.0,1,48.95,21.0,1,56.13,2.0,1,2.1368,3.3105,0.6077934792529721
737,대조,0,39,42,1210.78,520,18,0,36,740.5500000000001,340,1,0,1,114.89,53.0,1,235.95,7.0,1,107.01,48.0,1,213.01,5.0,1,2.0516,4.2134,0.35281368938734126
741,대조,0,61,67,2484.93,39147,8,0,58,1402.6,571,1,0,2,161.62,63.0,1,356.23,10.0,1,41.68,14.0,1,82.82,5.0,1,2.8861,6.3612,0.6714002960220307
743,대조,0,43,53,1566.04,18872,12,0,43,882.02,305,1,0,2,83.83,23.0,1,136.17,10.0,1,79.89,19.0,1,119.19,8.0,1,1.497,2.4316,0.42703997153250894
747,처치,1,100,114,986.54,593,9,0,95,598.2,348,1,0,2,59.69,24.0,1,106.4,11.0,1,29.5,13.0,1,65.2,6.0,1,1.0659,1.9,0.6922063686419293
749,처치,1,62,73,1019.43,13208,30,0,59,594.66,298,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.4665950902428429
752,처치,1,93,99,3370.32,310778,21,0,76,1405.5,557,1,0,2,56.26,24.0,1,126.39,2.0,1,2.5,1.0,1,31.130000000000003,1.0,1,1.0046,2.257,0.8125409516235258
754,대조,0,24,24,1279.32,582,4,0,21,516.43,326,1,0,4,60.56,33.0,1,127.71,4.0,1,31.33,23.0,1,58.5,2.0,1,1.0814,2.2805,0.0877483587872676
755,처치,1,216,272,9377.42,2756368,5,0,90,1271.57,544,1,6,5,109.55,42.0,1,573.0,13.0,1,1.5,1.0,1,204.55,5.0,1,1.9562,10.2321,0.9345940994244526
759,대조,0,29,29,795.5600000000001,266,55,0,26,344.49,119,1,0,1,85.34,25.0,1,200.47,5.0,1,40.8,10.0,1,55.67,2.0,1,1.5239,3.5798,0.15894757614107471
760,처치,1,67,70,1872.52,6308,38,0,59,1245.71,398,1,0,2,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.6002962419118848
763,대조,0,33,34,2547.15,4852,88,0,30,1276.35,504,1,0,2,150.86,62.0,1,268.43,6.0,1,138.38,55.0,1,252.56,5.0,1,2.6939,4.7934,0.34463621338619976
764,대조,0,63,77,2167.6,108748,4,0,56,1094.36,529,1,3,1,174.59,67.0,1,355.97,15.0,1,103.84,44.0,1,175.99,7.0,1,3.1177,6.3566,0.7889898965795052
768,처치,1,285,377,5065.24,397717,1,0,296,2114.81,1085,1,0,3,356.46,163.0,1,822.39,46.0,1,213.33,94.0,1,426.43,26.0,1,6.3654,14.6855,0.9867391232907372
769,대조,0,36,37,1153.94,7911,16,0,32,548.61,244,1,0,1,50.99,22.0,1,153.83,6.0,1,3.98,2.0,1,41.74,4.0,1,0.9105,2.747,0.29590177591045813
